UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,162911605,10/17/2016,1144 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76328,-84.42492,
BURGLARY-RESIDENCE,162911625,10/17/2016,2143 GLENWOOD AVE SE,611,East Lake,O,33.74002,-84.31719,
LARCENY-FROM VEHICLE,162911697,10/17/2016,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177,
BURGLARY-RESIDENCE,162911710,10/17/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68116,-84.4059,
LARCENY-NON VEHICLE,162911720,10/17/2016,944 NEAL ST NW,106,Bankhead,K,33.76624,-84.4184,
AUTO THEFT,162911737,10/17/2016,1020 BOLTON RD NW @WESTTOWN APARTMENTS    ,112,Bankhead/Bolton,H,33.78377,-84.49789,
AUTO THEFT,162911768,10/17/2016,3 JOSEPH E LOWERY BLVD SW,104,Vine City,L,33.75488,-84.41744,
LARCENY-FROM VEHICLE,162911873,10/17/2016,3660 CAMPCREEK PKWY SW,414,Princeton Lakes,P,33.65486,-84.50787,
BURGLARY-RESIDENCE,162911935,10/17/2016,1803 S GORDON ST SW,404,Westwood Terrace,I,33.73813,-84.44704,
LARCENY-FROM VEHICLE,162911947,10/17/2016,50 ALABAMA ST SW,511,Downtown,M,33.75079,-84.38987,
LARCENY-FROM VEHICLE,162912015,10/17/2016,847 PARSONS ST SW,101,Atlanta University Center,T,33.75092,-84.41535,
LARCENY-NON VEHICLE,162912095,10/17/2016,784 PONCE DE LEON PL NE,601,Virginia Highland,F,33.77602,-84.3638,
BURGLARY-RESIDENCE,162912144,10/17/2016,3984 PRINCETON LAKES WAY SW,414,Princeton Lakes,P,33.65874,-84.51658,
BURGLARY-RESIDENCE,162912283,10/17/2016,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177,
LARCENY-NON VEHICLE,162912288,10/17/2016,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532,
LARCENY-FROM VEHICLE,162912302,10/17/2016,515 RHODES ST NW,102,Vine City,L,33.75698,-84.40462,
LARCENY-FROM VEHICLE,162912305,10/17/2016,2020 BOLTON RD NW,203,Riverside,D,33.81125,-84.47594,
LARCENY-NON VEHICLE,162912352,10/17/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,162912375,10/17/2016,3534 MARTIN L KING JR DR SW,407,Adamsville,H,33.75771,-84.50344,
AGG ASSAULT,162912388,10/17/2016,39 STAFFORD ST NW,105,Hunter Hills,K,33.75599,-84.4257,
LARCENY-NON VEHICLE,162912403,10/17/2016,240 N HIGHLAND AVE NE,602,Inman Park,N,33.76191,-84.36039,
LARCENY-NON VEHICLE,162912439,10/17/2016,1023 DILL AVE SW,301,Capitol View,X,33.71859,-84.4217,
AGG ASSAULT,162912440,10/17/2016,1147 METROPOLITAN PKWY SW ,301,Pittsburgh,V,33.72346,-84.40787,
LARCENY-FROM VEHICLE,162912445,10/17/2016,270 15TH ST NE,502,Ansley Park,E,33.78862,-84.37798,
BURGLARY-RESIDENCE,162912448,10/17/2016,2490 VERBENA CIR NW,108,Dixie Hills,J,33.75633,-84.46668,
LARCENY-FROM VEHICLE,162912478,10/17/2016,999 BRADY AVE NW,501,Home Park,E,33.7817,-84.41338,
LARCENY-NON VEHICLE,162912532,10/17/2016,23 JOSEPH E. LOWERY BLVD SW,104,Atlanta University Center,T,33.75472,-84.41755,
LARCENY-FROM VEHICLE,162912578,10/17/2016,3242 PEACHTREE RD NE,208,Buckhead Forest,B,33.84425,-84.37311,
LARCENY-FROM VEHICLE,162912639,10/17/2016,8 VIVIAN LN,206,Garden Hills,B,33.83163,-84.38397,
AUTO THEFT,162912671,10/17/2016,733 DONALD LEE HOLLOWELL,207,Loring Heights,E,33.80268,-84.40781,
AUTO THEFT,162912696,10/17/2016,3750 CAMPBELLTON RD SW,413,,P,33.6903,-84.51114,
AUTO THEFT,162912705,10/17/2016,101 HAMILTON E HOLMES DR NW,108,Westhaven,I,33.75558,-84.46807,
LARCENY-FROM VEHICLE,162912726,10/17/2016,350 10TH ST NE,503,,E,33.78187,-84.37792,
ROBBERY-PEDESTRIAN,162912727,10/17/2016,634 WHITEHALL,303,Adair Park,V,33.74179,-84.40844,
AGG ASSAULT,162912741,10/17/2016,1355 BOULEVARD LORRAINE SW,409,Adams Park,R,33.71896,-84.45851,
AUTO THEFT,162912749,10/17/2016,1892 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80673,-84.41316,
AGG ASSAULT,162912752,10/17/2016,405 FAIRBURN RD,406,Wildwood (NPU-H),H,33.74367,-84.50959,
LARCENY-FROM VEHICLE,162912785,10/17/2016,1991 HOWELL MILL RD NW,205,Channing Valley,C,33.80902,-84.41277,
BURGLARY-NONRES,162912792,10/17/2016,807 CONLEY RD SE,313,South River Gardens,Z,33.64852,-84.36337,
AUTO THEFT,162912793,10/17/2016,3440 BOULDER PARK DR SW,406,Mays,H,33.75004,-84.50063,
LARCENY-FROM VEHICLE,162912882,10/17/2016,656 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.77218,-84.35261,
LARCENY-FROM VEHICLE,162912891,10/17/2016,500 10TH ST NE,502,,E,33.78223,-84.36922,
LARCENY-FROM VEHICLE,162912900,10/17/2016,496 FAIR ST,507,Castleberry Hill,M,33.74876,-84.40285,
BURGLARY-RESIDENCE,162912913,10/17/2016,212 HARWELL PL NW,112,Collier Heights,I,33.78081,-84.49242,
LARCENY-FROM VEHICLE,162912917,10/17/2016,1133 HUFF RD NW,203,Blandtown,D,33.78909,-84.42518,
BURGLARY-RESIDENCE,162912947,10/17/2016,1930 FLAT SHOALS RD SE,612,East Atlanta,W,33.72736,-84.3247,
LARCENY-FROM VEHICLE,162912954,10/17/2016,815 MAGNOLIA WAY NW,102,Vine City,L,33.75823,-84.41418,
ROBBERY-PEDESTRIAN,162912964,10/17/2016,495 GLEN IRIS DR NE,603,Old Fourth Ward,M,33.76806,-84.36731,
LARCENY-FROM VEHICLE,162912966,10/17/2016,2171 PEACHTREE RD NE,207,,E,33.81347,-84.39228,
LARCENY-NON VEHICLE,162912973,10/17/2016,349 EDGEWOOD AVE SE,604,Sweet Auburn,M,33.75419,-84.37615,
AUTO THEFT,162912999,10/17/2016,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,603,Old Fourth Ward,M,33.77067,-84.38023,
LARCENY-NON VEHICLE,162918027,10/17/2016,6000 SOUTH TERMINAL PKWY,704,,,33.63751,-84.44824,
LARCENY-FROM VEHICLE,162902516,10/17/2016,165 COURTLAND ST NE @SHERATON ATLANTA,510,Downtown,M,33.75895,-84.3834,
LARCENY-FROM VEHICLE,162930525,10/17/2016,3639 PIEDMONT RD NE,208,North Buckhead,B,33.85408,-84.38196,
AUTO THEFT,162902325,10/17/2016,3661 HILL ACRES RD SW,412,Kings Forest,P,33.70044,-84.50815,
LARCENY-FROM VEHICLE,162931648,10/17/2016,626 DEKALB AVE SE,604,Old Fourth Ward,M,33.75283,-84.36687,
LARCENY-NON VEHICLE,162902327,10/16/2016,758 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77412,-84.36228,
ROBBERY-PEDESTRIAN,162902335,10/16/2016,898 CREW ST SW,304,Peoplestown,V,33.73006,-84.38934,
LARCENY-FROM VEHICLE,162902374,10/16/2016,177 PETERS ST SW,507,Castleberry Hill,M,33.74988,-84.39897,
AUTO THEFT,162902385,10/16/2016,886 MARTIN L KING JR DR SW,101,Atlanta University Center,T,33.75456,-84.41663,
LARCENY-NON VEHICLE,162902421,10/16/2016,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,603,Old Fourth Ward,M,33.77067,-84.38023,
LARCENY-FROM VEHICLE,162902424,10/16/2016,684 JOHN WESLEY DOBBS AVE NE ,604,Old Fourth Ward,M,33.7598,-84.36443,
LARCENY-FROM VEHICLE,162902465,10/16/2016,3749 CAMPBELLTON RD SW,412,Ben Hill Acres,P,33.69085,-84.51112,
AGG ASSAULT,162902479,10/16/2016,70 ALLEN TEMPLE CT NW,111,,I,33.75308,-84.4906,
ROBBERY-PEDESTRIAN,162902493,10/16/2016,256 CLIFTON ST SE @APS CRIM HS,610,Kirkwood,O,33.74598,-84.33114,
AUTO THEFT,162892661,10/16/2016,1238 PRYOR RD SW,304,Peoplestown,V,33.72139,-84.39284,
LARCENY-FROM VEHICLE,162902518,10/16/2016,3639 PIEDMONT RD NE,209,North Buckhead,B,33.85408,-84.38196,
AGG ASSAULT,162908034,10/16/2016,4500 ASR RD @S CARGO BLDG B,702,,,33.62774,-84.43036,
AUTO THEFT,162900194,10/16/2016,923 LEE ST SW,401,West End,T,33.72991,-84.41607,
LARCENY-FROM VEHICLE,162900224,10/16/2016,887 W MARIETTA ST NW,103,English Avenue,L,33.78117,-84.4148,
LARCENY-FROM VEHICLE,162900284,10/16/2016,484 MORELAND AVE NE,602,Inman Park,N,33.76754,-84.34948,
AUTO THEFT,162900288,10/16/2016,761 SIDNEY MARCUS BLVD NE @QUICK TRIP - SIDNEY,211,Lindbergh/Morosgo,B,33.82545,-84.36218,
LARCENY-NON VEHICLE,162900310,10/16/2016,1088 ASTOR AVE SW,306,Sylvan Hills,X,33.70136,-84.42424,
AGG ASSAULT,162900313,10/16/2016,I-285 SB EXPY NW/ I-20 EB EXPY,114,Bankhead/Bolton,H,33.78692,-84.49314,
AGG ASSAULT,162900458,10/16/2016,1017 HEMPHILL AVE NW,501,Home Park,E,33.78263,-84.40473,
AGG ASSAULT,162900460,10/16/2016,80 Jeesie Hill Jr Dr,510,,I,33.75087,-84.44491,
ROBBERY-COMMERCIAL,162900468,10/16/2016,240 N HIGHLAND AVE NE,602,Inman Park,N,33.76183,-84.36026,
ROBBERY-PEDESTRIAN,162900472,10/16/2016,642 HUGH ST SW,301,Adair Park,V,33.73348,-84.4088,
AGG ASSAULT,162900501,10/16/2016,2500 CENTER ST NW @ETHERIDGE COURT APT,113,Carey Park,G,33.79088,-84.4723,
BURGLARY-NONRES,162900525,10/16/2016,2500 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75237,-84.46958,
AGG ASSAULT,162900547,10/16/2016,544 CAREY DR SE,310,Lakewood,Z,33.69375,-84.3714,
AGG ASSAULT,162900563,10/16/2016,3177 PEACHTREE RD,206,Buckhead Village,B,33.84032,-84.37268,
LARCENY-NON VEHICLE,162900566,10/16/2016,2480 ARNO DR NW,110,Carver Hills,G,33.79897,-84.46929,
LARCENY-FROM VEHICLE,162900568,10/16/2016,63 AUBURN AVE,510,Downtown,M,33.75559,-84.38613,
LARCENY-FROM VEHICLE,162900573,10/16/2016,398 CASTLEBERRY ST SW,507,Castleberry Hill,M,33.74762,-84.39911,
AUTO THEFT,162900575,10/16/2016,1720 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75083,-84.44341,
AGG ASSAULT,162900652,10/16/2016,43 JESSE HILL JR DR NE,510,Downtown,M,33.75582,-84.38013,
RAPE,162900760,10/16/2016,657 ECHO ST NW,103,English Avenue,L,33.77266,-84.41026,
LARCENY-FROM VEHICLE,162900765,10/16/2016,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403,
LARCENY-FROM VEHICLE,162900787,10/16/2016,1077 PEEPLES ST SW,402,Oakland City,S,33.72582,-84.42467,
LARCENY-FROM VEHICLE,162900886,10/16/2016,898 OAK ST SW,401,West End,T,33.74057,-84.41738,
AUTO THEFT,162900919,10/16/2016,3144 MARTIN L KING JR DR SW,406,,I,33.75104,-84.4892,
LARCENY-FROM VEHICLE,162900939,10/16/2016,759 MYRTLE ST NE,505,Midtown,E,33.77533,-84.37963,
LARCENY-FROM VEHICLE,162900954,10/16/2016,200 RENAISSANCE PKWY NE,603,Old Fourth Ward,M,33.76896,-84.38069,
LARCENY-FROM VEHICLE,162900965,10/16/2016,200 14TH ST NW,501,Home Park,E,33.7865,-84.39366,
LARCENY-FROM VEHICLE,162901000,10/16/2016,222 TUSKEGEE ST SE;,304,Peoplestown,V,33.72856,-84.38064,
LARCENY-NON VEHICLE,162901029,10/16/2016,657 ECHO ST NW,103,English Avenue,L,33.77266,-84.41026,
BURGLARY-RESIDENCE,162901071,10/16/2016,784 MAGNOLIA WAY NW,102,Vine City,L,33.75804,-84.41379,
LARCENY-FROM VEHICLE,162901086,10/16/2016,365 CAMFIELD CT SW,405,Florida Heights,I,33.74569,-84.46127,
LARCENY-FROM VEHICLE,162901105,10/16/2016,GA 400 NB RAMP NE / LENOX RD NE,208,North Buckhead,B,33.8519,-84.36942,
LARCENY-FROM VEHICLE,162901136,10/16/2016,766 SAINT CHARLES AVE NE,601,Virginia Highland,F,33.77572,-84.36217,
LARCENY-NON VEHICLE,162901204,10/16/2016,2765 PINELLA DR SW,413,Lake Estates,P,33.67862,-84.53326,
BURGLARY-RESIDENCE,162901207,10/16/2016,10 SMITH ST NW,203,Riverside,D,33.8097,-84.47274,
AUTO THEFT,162901228,10/16/2016,2000 SANDBROOK CT SW,412,Sandlewood Estates,P,33.70136,-84.54439,
LARCENY-FROM VEHICLE,162901281,10/16/2016,886 PARSONS ST SW,101,Atlanta University Center,T,33.75062,-84.41658,
BURGLARY-RESIDENCE,162901297,10/16/2016,1481 ALMONT DR SW,403,Oakland City,S,33.72531,-84.43672,
LARCENY-FROM VEHICLE,162901326,10/16/2016,369 MCDANIEL ST SW,101,The Villages at Castleberry H,T,33.74505,-84.40523,
BURGLARY-RESIDENCE,162901349,10/16/2016,501 BURROUGHS ST SE,305,Chosewood Park,Y,33.71733,-84.37148,
BURGLARY-RESIDENCE,162901355,10/16/2016,1975 ALISON CT SW,410,Campbellton Road,R,33.70081,-84.45327,
LARCENY-FROM VEHICLE,162901383,10/16/2016,1110 FAITH AVE SE,606,Ormewood Park,W,33.74353,-84.35129,
LARCENY-NON VEHICLE,162901399,10/16/2016,3535 PEACHTREE RD NE @TARGET - PEACHTREE,210,Lenox,B,33.85182,-84.3595,
LARCENY-NON VEHICLE,162901412,10/16/2016,2310 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75121,-84.46544,
AUTO THEFT,162901449,10/16/2016,2572 LENOX RD NE,210,Pine Hills,B,33.82467,-84.35248,
LARCENY-NON VEHICLE,162901527,10/16/2016,3393 PEACHTREE RD NE ,210,Lenox,B,33.84676,-84.36212,
AGG ASSAULT,162901558,10/16/2016,777 11TH ST NW,501,Home Park,E,33.78261,-84.41221,
LARCENY-FROM VEHICLE,162901595,10/16/2016,1313 W PACES FERRY RD NW,202,Randall Mill,A,33.84933,-84.43048,
AUTO THEFT,162901652,10/16/2016,4520 CAMPBELLTON RD SW,413,Arlington Estates,P,33.69547,-84.53563,
LARCENY-NON VEHICLE,162901672,10/16/2016,125 EDGEWOOD AVE SE,510,Downtown,M,33.75428,-84.38411,
ROBBERY-PEDESTRIAN,162901745,10/16/2016,720 DONALD LEE HOLLOWELL PKWY,103,English Avenue,L,33.77276,-84.41089,
LARCENY-NON VEHICLE,162901771,10/16/2016,2841 GREENBRIAR PKWY,411,Greenbriar,R,33.68845,-84.49328,
LARCENY-FROM VEHICLE,162901792,10/16/2016,929 CHARLES ALLEN DR NE @APS GRADY HS,506,Midtown,E,33.78119,-84.37151,
LARCENY-FROM VEHICLE,162901818,10/16/2016,345 10TH ST NE,503,Midtown,E,33.7815,-84.37599,
LARCENY-FROM VEHICLE,162901865,10/16/2016,1720 MARIETTA BLVD NW,203,Hills Park,D,33.80169,-84.43644,
LARCENY-NON VEHICLE,162901900,10/16/2016,2325 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81866,-84.34906,
LARCENY-NON VEHICLE,162901921,10/16/2016,3947 FENNEL CIR SW,407,Wilson Mill Meadows,H,33.75281,-84.51658,
LARCENY-NON VEHICLE,162901959,10/16/2016,2228 POLAR ROCK AVE SW,310,Polar Rock,Z,33.69362,-84.39572,
LARCENY-FROM VEHICLE,162901968,10/16/2016,761 SIDNEY MARCUS BLVD NE @QUICK TRIP - SIDNEY,211,Lindbergh/Morosgo,B,33.82545,-84.36218,
LARCENY-NON VEHICLE,162901989,10/16/2016,565 JOSEPH E. LOWERY BLVD SW,401,West End,T,33.73982,-84.41781,
AUTO THEFT,162902012,10/16/2016,508 MAIN ST NE,211,Lindbergh/Morosgo,B,33.8227,-84.37056,
LARCENY-NON VEHICLE,162902024,10/16/2016,126 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.6811,-84.38876,
LARCENY-FROM VEHICLE,162902028,10/16/2016,2325 MARIETTA BLVD NW,201,,C,33.82065,-84.45274,
LARCENY-FROM VEHICLE,162902086,10/16/2016,1925 MONROE DR NE,212,Piedmont Heights,F,33.80804,-84.37412,
BURGLARY-RESIDENCE,162902229,10/16/2016,1701 LANGSTON AVE SW,306,Sylvan Hills,X,33.70834,-84.42265,
AUTO THEFT,162902234,10/16/2016,242 BOULEVARD SE,606,Cabbagetown,N,33.74798,-84.3679,
LARCENY-FROM VEHICLE,162902236,10/16/2016,180 CARROLL ST SE,606,Cabbagetown,N,33.74962,-84.36791,
LARCENY-FROM VEHICLE,162902300,10/16/2016,711 COSMOPOLITAN DR NE,211,Lindbergh/Morosgo,B,33.82095,-84.36227,
LARCENY-NON VEHICLE,162902302,10/16/2016,3 JOSEPH E LOWERY BLVD SW,104,Ashview Heights,T,33.75459,-84.41766,
LARCENY-NON VEHICLE,162902309,10/16/2016,275 10TH ST NE,503,Midtown,E,33.78143,-84.37829,
ROBBERY-PEDESTRIAN,162902318,10/16/2016,1394 ROME DR NW,105,Hunter Hills,K,33.76301,-84.43396,
LARCENY-FROM VEHICLE,162890048,10/15/2016,840 MCDONOUGH BLVD SE,607,Custer/McDonough/Guice,W,33.70874,-84.35887,
AGG ASSAULT,162890147,10/15/2016,965 SELLS AVE SW,104,Harris Chiles,T,33.74546,-84.41974,
AUTO THEFT,162890234,10/15/2016,498 10TH ST NE,502,Midtown,E,33.78177,-84.37279,
AGG ASSAULT,162890265,10/15/2016,181 RALPH D ABERNATHY BLVD SW;,303,Mechanicsville,V,33.7369,-84.39333,
LARCENY-FROM VEHICLE,162890337,10/15/2016,1740 DEFOOR PL,204,Underwood Hills,D,33.80272,-84.42158,
LARCENY-FROM VEHICLE,162890373,10/15/2016,2043 CHESHIRE BRIDGE RD NE,213,Lindridge/Martin Manor,F,33.81123,-84.35601,
LARCENY-FROM VEHICLE,162890482,10/15/2016,2115 FAULKNER RD NE,212,Lindridge/Martin Manor,F,33.81215,-84.35766,
ROBBERY-PEDESTRIAN,162890484,10/15/2016,398 AUBURN AVE NE,604,Sweet Auburn,M,33.75558,-84.37464,
LARCENY-FROM VEHICLE,162890502,10/15/2016,2549 HOSEA L WILLIAMS DR SE,611,East Lake,O,33.75086,-84.30355,
ROBBERY-PEDESTRIAN,162890533,10/15/2016,60 DANIEL ST SE,604,Old Fourth Ward,M,33.75254,-84.37041,
BURGLARY-RESIDENCE,162890549,10/15/2016,1402 PEACHTREE PARK DR NE,207,,E,33.81355,-84.38947,
ROBBERY-PEDESTRIAN,162890554,10/15/2016,483 EDGEWOOD AVE NE,604,Old Fourth Ward,M,33.75411,-84.37179,
LARCENY-FROM VEHICLE,162890556,10/15/2016,77 13TH ST NE,503,Midtown,E,33.78554,-84.38531,
BURGLARY-RESIDENCE,162890763,10/15/2016,695 QUEEN ST SW,402,West End,T,33.73655,-84.42557,
LARCENY-NON VEHICLE,162890803,10/15/2016,1907 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.81004,-84.36571,
LARCENY-FROM VEHICLE,162890825,10/15/2016,311 COURTLAND ST NE @TRAVELODGE CENTRAL,509,Downtown,M,33.76306,-84.38365,
BURGLARY-RESIDENCE,162890872,10/15/2016,450 PIEDMONT AVE NE,509,Downtown,M,33.76625,-84.38261,
BURGLARY-RESIDENCE,162890893,10/15/2016,416 MAYNARD TER SE,612,East Atlanta,W,33.74236,-84.33458,
AUTO THEFT,162890923,10/15/2016,509 TUFTON TRL,312,Glenrose Heights,Z,33.66473,-84.38403,
LARCENY-NON VEHICLE,162890955,10/15/2016,255  COURTLAND ST NE,509,Downtown,M,33.76139,-84.38406,
LARCENY-FROM VEHICLE,162890977,10/15/2016,585 MCWILLIAMS RD SE,310,Browns Mill Park,Z,33.68838,-84.37006,
LARCENY-FROM VEHICLE,162891104,10/15/2016,4431 ROLLING HILL RD SW,413,Elmco Estates,P,33.6884,-84.53281,
AGG ASSAULT,162891107,10/15/2016,505 FULTON ST,305,Mechanicsville,V,33.74182,-84.40329,
LARCENY-NON VEHICLE,162891192,10/15/2016,165 IVAN ALLEN JR BLVD NW,504,Downtown,M,33.76502,-84.39258,
LARCENY-NON VEHICLE,162891206,10/15/2016,565 JOSEPH E LOWERY BLVD,405,West End,T,33.73969,-84.41828,
LARCENY-FROM VEHICLE,162891265,10/15/2016,2020 BOLTON RD NW,203,Riverside,D,33.81125,-84.47594,
LARCENY-NON VEHICLE,162891270,10/15/2016,4440 GARMON RD NW,202,Mt. Paran/Northside,A,33.87668,-84.42686,
LARCENY-FROM VEHICLE,162891296,10/15/2016,2379 HOSEA L WILLIAMS DR SE,611,East Lake,O,33.75087,-84.30922,
BURGLARY-RESIDENCE,162891309,10/15/2016,3440 BOULDER PARK DR SW,407,Mays,H,33.75004,-84.50063,
LARCENY-FROM VEHICLE,162891326,10/15/2016,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.77795,-84.40849,
LARCENY-NON VEHICLE,162891370,10/15/2016,2429 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75246,-84.46669,
LARCENY-NON VEHICLE,162891407,10/15/2016,3535 COLLIER DR NW,114,Fairburn Heights,H,33.76856,-84.5031,
LARCENY-FROM VEHICLE,162891451,10/15/2016,4454 CAMPBELLTON RD SW,413,Elmco Estates,P,33.69557,-84.53399,
LARCENY-FROM VEHICLE,162891469,10/15/2016,2185 MELANTE DR NE,212,Lindridge/Martin Manor,F,33.81519,-84.35494,
LARCENY-FROM VEHICLE,162891473,10/15/2016,226 COURTLAND ST NE,509,Downtown,M,33.76051,-84.38429,
AGG ASSAULT,162891480,10/15/2016,1981 CONRAD AVE SE,307,Lakewood Heights,Y,33.70014,-84.38177,
LARCENY-NON VEHICLE,162891486,10/15/2016,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,602,Poncey-Highland,N,33.7734,-84.35467,
AUTO THEFT,162891496,10/15/2016,2100 BOLTON DR NW,204,Bolton,D,33.81529,-84.44056,
LARCENY-FROM VEHICLE,162891505,10/15/2016,2600 BOLTON RD NW,201,,C,33.82062,-84.45001,
AGG ASSAULT,162891550,10/15/2016,305 ARD PL,111,Adamsville,H,33.75961,-84.50546,
AUTO THEFT,162891572,10/15/2016,1053 CASCADE CIR SW ,403,Cascade Avenue/Road,S,33.72606,-84.44956,
BURGLARY-RESIDENCE,162891594,10/15/2016,3871 REDWINE RD SW,414,Princeton Lakes,P,33.66005,-84.50994,
AUTO THEFT,162891620,10/15/2016,112 COURTLAND ST NE,510,Downtown,M,33.7574,-84.38475,
BURGLARY-RESIDENCE,162891628,10/15/2016,1525 MELROSE DR SW,306,Sylvan Hills,X,33.71331,-84.4229,
LARCENY-NON VEHICLE,162891669,10/15/2016,3990 PACES FERRY RD NW,201,Paces,A,33.85677,-84.44942,
LARCENY-FROM VEHICLE,162891699,10/15/2016,311 ROBIN HOOD RD NE,502,Sherwood Forest,E,33.80037,-84.37986,
LARCENY-NON VEHICLE,162891702,10/15/2016,1111 OAK ST SW @WEST END PARK,401,West End,T,33.74123,-84.42495,
BURGLARY-RESIDENCE,162891742,10/15/2016,241 TROY ST NW,105,Hunter Hills,K,33.76144,-84.42657,
LARCENY-FROM VEHICLE,162891745,10/15/2016,3825 RUX RD SW,412,Kings Forest,P,33.69676,-84.51334,
LARCENY-FROM VEHICLE,162891761,10/15/2016,520 PEACHTREE ST NE,509,Downtown,M,33.76907,-84.38532,
LARCENY-FROM VEHICLE,162891765,10/15/2016,3550 CAMPBELLTON RD SW,413,,P,33.68984,-84.50491,
LARCENY-FROM VEHICLE,162891795,10/15/2016,227 COURTLAND ST NE,509,Downtown,M,33.76067,-84.38354,
AUTO THEFT,162891887,10/15/2016,84 WARREN ST SE,610,Kirkwood,O,33.75088,-84.326,
LARCENY-FROM VEHICLE,162891892,10/15/2016,343 JOSEPH E LOWERY BLVD SW,104,English Avenue,L,33.76403,-84.41725,
AGG ASSAULT,162891930,10/15/2016,920 NORTHSIDE DR NW,501,Home Park,E,33.78155,-84.40748,
LARCENY-NON VEHICLE,162891973,10/15/2016,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532,
LARCENY-FROM VEHICLE,162892002,10/15/2016,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80077,-84.40869,
LARCENY-NON VEHICLE,162892071,10/15/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,162892097,10/15/2016,556 NORTHSIDE DR SW,303,Pittsburgh,V,33.74007,-84.40778,
LARCENY-FROM VEHICLE,162892110,10/15/2016,360 MARIETTA ST NW,507,Downtown,M,33.76269,-84.39702,
LARCENY-NON VEHICLE,162892129,10/15/2016,3376 PEACHTREE RD NE,208,North Buckhead,B,33.84934,-84.3664,
ROBBERY-RESIDENCE,162892228,10/15/2016,75 HOGUE ST NE,604,Old Fourth Ward,M,33.75642,-84.37085,
LARCENY-FROM VEHICLE,162892241,10/15/2016,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,411,Greenbriar,R,33.69168,-84.4872,
LARCENY-FROM VEHICLE,162892254,10/15/2016,60 ANDREW YOUNG INTERNA BLVD NE,509,Downtown,M,33.75991,-84.38522,
LARCENY-NON VEHICLE,162892274,10/15/2016,1290 NORTHWEST DR NW,113,Monroe Heights,G,33.79034,-84.47978,
BURGLARY-RESIDENCE,162892289,10/15/2016,3725 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65777,-84.50877,
LARCENY-FROM VEHICLE,162892337,10/15/2016,2089 WOOD TRL NW,203,Bolton,D,33.81233,-84.45515,
BURGLARY-RESIDENCE,162892345,10/15/2016,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574,
AGG ASSAULT,162892357,10/15/2016,3211 MARTIN LUTHER KING JR DR SW,111,,I,33.75527,-84.48577,
LARCENY-FROM VEHICLE,162892529,10/15/2016,236 WILLIAMS ST NW,508,Downtown,M,33.76117,-84.39066,
AUTO THEFT,162892541,10/15/2016,98 ANDERSON AVE NW @APS KIPP COLLEGIATE,108,Dixie Hills,J,33.75633,-84.45114,
LARCENY-FROM VEHICLE,162892599,10/15/2016,686 GARIBALDI ST SW,303,Mechanicsville,V,33.73696,-84.39916,
BURGLARY-RESIDENCE,162892637,10/15/2016,635 DELBRIDGE ST NW,102,Vine City,L,33.75771,-84.4083,
BURGLARY-RESIDENCE,162892638,10/15/2016,780 MAGNOLIA WAY NW,102,Vine City,L,33.75804,-84.41373,
LARCENY-FROM VEHICLE,162883393,10/15/2016,723 PIEDMONT AVE,505,Midtown,E,33.77346,-84.38169,
LARCENY-FROM VEHICLE,162892672,10/15/2016,2324 CASCADE RD SW,409,Adams Park,R,33.72186,-84.46462,
LARCENY-FROM VEHICLE,162892675,10/15/2016,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85252,-84.36116,
BURGLARY-RESIDENCE,162892676,10/15/2016,385 LEGACY DR SW,104,Harris Chiles,T,33.74494,-84.41937,
LARCENY-FROM VEHICLE,162892683,10/15/2016,1150 TUMLIN ST NW,501,Home Park,E,33.78594,-84.40075,
