UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,163510623,12/16/2016,1903 DREW DR NW,110,West Highlands,G,33.79214,-84.44947,
AUTO THEFT,163510632,12/16/2016,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.74349,-84.50968,
LARCENY-FROM VEHICLE,163510665,12/16/2016,1265 ELLSWORTH DR NW,203,Blandtown,D,33.78919,-84.42758,
LARCENY-FROM VEHICLE,163510667,12/16/2016,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71299,-84.3913,
LARCENY-FROM VEHICLE,163510704,12/16/2016,68 LANNON AVE NE,611,East Lake,O,33.75358,-84.29779,
AUTO THEFT,163510708,12/16/2016,2528 LOGHAVEN DR NW,112,Collier Heights,I,33.76003,-84.47054,
LARCENY-NON VEHICLE,163510739,12/16/2016,1545 GLENROCK DR NW,113,Lincoln Homes,G,33.79739,-84.47655,
AUTO THEFT,163510744,12/16/2016,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623,
AUTO THEFT,163510748,12/16/2016,2115 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.81274,-84.36659,
LARCENY-FROM VEHICLE,163510779,12/16/2016,303 PARKWAY DR NE @ATLANTA MEDICAL CEN,604,Old Fourth Ward,M,33.76286,-84.37405,
LARCENY-NON VEHICLE,163510782,12/16/2016,362 7TH ST NE,506,Midtown,E,33.77801,-84.37549,
LARCENY-FROM VEHICLE,163510805,12/16/2016,694 GRADY PL SW,402,West End,T,33.73603,-84.42637,
LARCENY-NON VEHICLE,163510809,12/16/2016,2129 COLLEGE AVE NE,610,Kirkwood,O,33.76334,-84.3176,
LARCENY-FROM VEHICLE,163510823,12/16/2016,1750 MERTON RD NE  ,213,Morningside/Lenox Park,F,33.80247,-84.35454,
AUTO THEFT,163510881,12/16/2016,1791 PIEDMONT AVE NE   ,213,Morningside/Lenox Park,F,33.80388,-84.36715,
BURGLARY-RESIDENCE,163510884,12/16/2016,1010 HANK AARON DR SE,304,Peoplestown,V,33.72696,-84.38763,
BURGLARY-RESIDENCE,163510941,12/16/2016,1488 AVON AVE SW,403,Venetian Hills,S,33.72226,-84.43666,
BURGLARY-NONRES,163510946,12/16/2016,1079 WOODLAND AVE NE,213,Lindridge/Martin Manor,F,33.81352,-84.35233,
LARCENY-FROM VEHICLE,163510956,12/16/2016,I-20 WB EXPY SE / BILL KENNEDY WAY SE,606,Grant Park,N,33.74362,-84.3582,
BURGLARY-NONRES,163510973,12/16/2016,3626 PEACHTREE RD NE,209,North Buckhead,B,33.8553,-84.35979,
AGG ASSAULT,163510978,12/16/2016,1801 PIEDMONT AVE NE ,213,Morningside/Lenox Park,F,33.80428,-84.36697,
LARCENY-FROM VEHICLE,163511002,12/16/2016,540 PHARR RD NE,206,Buckhead Village,B,33.83707,-84.37018,
LARCENY-NON VEHICLE,163511047,12/16/2016,1640 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79956,-84.36795,
BURGLARY-RESIDENCE,163511081,12/16/2016,1582 LAKEWOOD AVE SE,305,Lakewood Heights,Y,33.71122,-84.37988,
LARCENY-FROM VEHICLE,163511083,12/16/2016,511 BURROUGHS ST SE,305,Chosewood Park,Y,33.71748,-84.37095,
BURGLARY-RESIDENCE,163511126,12/16/2016,207 BOWEN AVE SE,305,South Atlanta,Y,33.70934,-84.38571,
AUTO THEFT,163511171,12/16/2016,259 RICHARDSON ST SW,303,Mechanicsville,V,33.74083,-84.39654,
LARCENY-NON VEHICLE,163511196,12/16/2016,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,
ROBBERY-PEDESTRIAN,163501524,12/15/2016,3015 JONESBORO RD SE,312,Orchard Knob,Z,33.67229,-84.37254,
BURGLARY-RESIDENCE,163501565,12/15/2016,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082,
LARCENY-FROM VEHICLE,163501619,12/15/2016,185 WELLINGTON ST SW,104,Mozley Park,K,33.75015,-84.4385,
LARCENY-NON VEHICLE,163501633,12/15/2016,1110 RICE ST NW,106,Knight Park/Howell Station,K,33.78536,-84.42739,
AUTO THEFT,163501721,12/15/2016,40 PEACHTREE VALLEY RD NE,207,,E,33.81133,-84.38989,
LARCENY-FROM VEHICLE,163501722,12/15/2016,1040 BOULEVARD SE,607,Boulevard Heights,W,33.72608,-84.36792,
RAPE,163501858,12/15/2016,794 DIXIE AVE,609,Inman Park,N,33.75677,-84.3617,
LARCENY-FROM VEHICLE,163501893,12/15/2016,439 WOODWARD AVE SE,605,Grant Park,W,33.74544,-84.37315,
LARCENY-NON VEHICLE,163501932,12/15/2016,1094 CANTER RD NE,210,Pine Hills,B,33.84177,-84.35199,
BURGLARY-RESIDENCE,163501992,12/15/2016,487 OAKSIDE DR SW,407,Wisteria Gardens,H,33.75772,-84.5126,
LARCENY-FROM VEHICLE,163502094,12/15/2016,3849 BROWNS MILL RD SW,312,Glenrose Heights,Z,33.65279,-84.39361,
LARCENY-FROM VEHICLE,163502098,12/15/2016,250 10TH ST NE,502,Midtown,E,33.78218,-84.37867,
LARCENY-FROM VEHICLE,163502135,12/15/2016,445 CLEVELAND AVE SE @COLONY CREEK APTS,312,Rosedale Heights,Z,33.68013,-84.37757,
ROBBERY-PEDESTRIAN,163502138,12/15/2016,3263 DONALD LEE HOLLOWELL PARKWAY,114,English Park,G,33.79204,-84.49367,
BURGLARY-RESIDENCE,163502237,12/15/2016,1700 STANTON RD SW,408,,R,33.70907,-84.44364,
LARCENY-FROM VEHICLE,163502272,12/15/2016,1695 NORTHSIDE DR NW,207,Loring Heights,E,33.80107,-84.40742,
LARCENY-NON VEHICLE,163502296,12/15/2016,801 BERNE ST SE,605,Grant Park,W,33.73631,-84.36123,
LARCENY-FROM VEHICLE,163502357,12/15/2016,3580 CAMPBELLTON RD SW,413,,P,33.6899,-84.50584,
LARCENY-NON VEHICLE,163502420,12/15/2016,698 CARON CIR NW,112,Collier Heights,I,33.77428,-84.4858,
AUTO THEFT,163502424,12/15/2016,3181 DONALD LEE HOLLOWELL PKWY NW @PETRO TRUCK STOP,113,Brookview Heights,G,33.78652,-84.49013,
LARCENY-FROM VEHICLE,163502425,12/15/2016,3131 CAMPBELLTON RD SW,409,Southwest,R,33.69149,-84.49234,
AUTO THEFT,163502426,12/15/2016,164 RICHARDSON ST SE,304,Summerhill,V,33.74099,-84.38227,
AUTO THEFT,163502433,12/15/2016,1760  HOWELL MILL RD,204,Underwood Hills,D,33.80216,-84.41546,
BURGLARY-RESIDENCE,163502437,12/15/2016,476 WILMER ST NE,603,Old Fourth Ward,M,33.7676,-84.36637,
LARCENY-NON VEHICLE,163502473,12/15/2016,855 PEACHTREE ST NE,505,Midtown,E,33.77798,-84.38389,
LARCENY-FROM VEHICLE,163502474,12/15/2016,1990 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77604,-84.4501,
LARCENY-NON VEHICLE,163502505,12/15/2016,785 PEYTON AVE NW,109,Center Hill,J,33.77655,-84.4677,
AUTO THEFT,163502530,12/15/2016,374 CLEVELAND AVE SW,311,Hammond Park,X,33.68076,-84.40126,
LARCENY-NON VEHICLE,163502532,12/15/2016,683 HILL ST SE,605,Grant Park,W,33.73596,-84.37867,
AUTO THEFT,163502551,12/15/2016,562 AMAL DR SW,307,Amal Heights,Y,33.7091,-84.40019,
LARCENY-NON VEHICLE,163502584,12/15/2016,501 ETHEL ST NW,501,Home Park,E,33.78467,-84.40361,
LARCENY-NON VEHICLE,163502591,12/15/2016,900 JOSEPH E BOONE BLVD NW,102,Vine City,L,33.76337,-84.41688,
AUTO THEFT,163502599,12/15/2016,448 BOULEVARD SE,605,Grant Park,W,33.74203,-84.36756,
BURGLARY-RESIDENCE,163502643,12/15/2016,871 CRESTWELL CIR SW,407,Mays,H,33.74474,-84.5026,
LARCENY-FROM VEHICLE,163502705,12/15/2016,2265 PERRY BLVD NW @ARCHER HEIGHTS APTS,110,Scotts Crossing,G,33.80595,-84.46416,
LARCENY-FROM VEHICLE,163502781,12/15/2016,2740 GREENBRIAR PKWY SW @GREENBRIAR VILLAGE,411,Greenbriar,R,33.68887,-84.48877,
BURGLARY-RESIDENCE,163502802,12/15/2016,4010 ROSWELL RD NE,209,East Chastain Park,B,33.86434,-84.38073,
AUTO THEFT,163502843,12/15/2016,725 SYMPHONY LN NW,112,Collier Heights,I,33.77433,-84.48206,
LARCENY-FROM VEHICLE,163502845,12/15/2016,916 MYRTLE ST NE,503,Midtown,E,33.77969,-84.37967,
LARCENY-NON VEHICLE,163502849,12/15/2016,3599 MARTIN L KING JR DR NW,111,Adamsville,H,33.75933,-84.50433,
AGG ASSAULT,163502884,12/15/2016,98 WILLIAM H BORDERS DR NW,604,Sweet Auburn,M,33.75118,-84.37486,
BURGLARY-RESIDENCE,163502886,12/15/2016,1740 NORTH AVE NW,107,Grove Park,J,33.76814,-84.44464,
LARCENY-FROM VEHICLE,163502894,12/15/2016,2351 ADAMS DR,203,Bolton,D,33.82005,-84.45433,
LARCENY-FROM VEHICLE,163502908,12/15/2016,1893 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.8092,-84.36541,
LARCENY-FROM VEHICLE,163502916,12/15/2016,1261 W PACES FERRY RD NW,202,Randall Mill,A,33.84967,-84.4292,
BURGLARY-RESIDENCE,163502917,12/15/2016,2442 PAUL AVE NW,203,Riverside,D,33.82103,-84.47385,
AUTO THEFT,163502919,12/15/2016,3465 NORTHSIDE PKWY NW,202,Randall Mill,A,33.84958,-84.42962,
LARCENY-FROM VEHICLE,163502930,12/15/2016,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403,
BURGLARY-NONRES,163502940,12/15/2016,1085 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77349,-84.35197,
LARCENY-FROM VEHICLE,163502976,12/15/2016,1238 DEKALB AVE NE,608,Candler Park,N,33.76105,-84.34752,
AUTO THEFT,163502991,12/15/2016,917 OAK ST SW,401,West End,T,33.73912,-84.41868,
LARCENY-FROM VEHICLE,163503021,12/15/2016,656 CLEBURNE TER NE,602,Poncey-Highland,N,33.7723,-84.35388,
LARCENY-FROM VEHICLE,163503061,12/15/2016,1376 CHATTAHOOCHEE AVE NW,203,Hills Park,D,33.80318,-84.43262,
BURGLARY-RESIDENCE,163503081,12/15/2016,1660 PEACHTREE ST NW,502,Midtown,E,33.79874,-84.39164,
LARCENY-FROM VEHICLE,163503096,12/15/2016,764 MIAMI CIR NE,211,Lindbergh/Morosgo,B,33.83188,-84.36198,
AGG ASSAULT,163503100,12/15/2016,3199 PACES FERRY PL NW,206,South Tuxedo Park,B,33.84196,-84.38159,
LARCENY-NON VEHICLE,163503126,12/15/2016,500 NORTHSIDE DE,207,Loring Heights,E,33.79724,-84.40668,
LARCENY-FROM VEHICLE,163503127,12/15/2016,492 LARKIN ST SW,507,Castleberry Hill,M,33.7476,-84.4037,
AUTO THEFT,163503139,12/15/2016,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.79724,-84.40668,
LARCENY-NON VEHICLE,163503149,12/15/2016,3393 PEACHTREE RD,210,Pine Hills,B,33.84349,-84.35825,
LARCENY-FROM VEHICLE,163503161,12/15/2016,17 BAKER ST NW,508,Downtown,M,33.76235,-84.38819,
LARCENY-FROM VEHICLE,163503167,12/15/2016,1072 PEACHTREE ST NE,503,Midtown,E,33.78383,-84.38352,
LARCENY-NON VEHICLE,163508031,12/15/2016,11700 SPINE RD,703,,,33.64257,-84.42896,
LARCENY-NON VEHICLE,163500241,12/15/2016,343 JOSEPH E LOWERY BLVD SW,104,Ashview Heights,T,33.74569,-84.41786,
AGG ASSAULT,163500279,12/15/2016,1981 FLAT SHOALS RD SE,612,East Atlanta,W,33.72602,-84.32324,
AGG ASSAULT,163500294,12/15/2016,836 DILL AVE SW,301,Capitol View,X,33.71808,-84.41535,
LARCENY-FROM VEHICLE,163500365,12/15/2016,1225 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75605,-84.34813,
ROBBERY-PEDESTRIAN,163500406,12/15/2016,3012 JONESBORO RD SE,313,South River Gardens,Z,33.67225,-84.37156,
BURGLARY-NONRES,163500440,12/15/2016,2425 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82126,-84.36737,
BURGLARY-NONRES,163500483,12/15/2016,3872 ROSWELL RD NE,209,East Chastain Park,B,33.86019,-84.38066,
BURGLARY-NONRES,163500583,12/15/2016,3886 PRINCETON LAKES WAY SW ,414,Princeton Lakes,P,33.66122,-84.51385,
LARCENY-FROM VEHICLE,163500648,12/15/2016,1031 E CONFEDERATE AVE SE,607,Woodland Hills,W,33.72573,-84.3538,
AGG ASSAULT,163500744,12/15/2016,1435 COPELAND AVE,402,West End,T,33.73621,-84.43452,
LARCENY-NON VEHICLE,163500747,12/15/2016,665 MARIETTA ST NW,504,Marietta Street Artery,E,33.77205,-84.39993,
BURGLARY-NONRES,163500767,12/15/2016,3215 ROSWELL RD NE,208,Buckhead Forest,B,33.84287,-84.37858,
LARCENY-FROM VEHICLE,163500789,12/15/2016,542 ELBRIDGE DR NW,106,Bankhead,K,33.76997,-84.43292,
LARCENY-NON VEHICLE,163500867,12/15/2016,433 PEEPLES ST SW,104,Harris Chiles,T,33.74329,-84.42156,
LARCENY-FROM VEHICLE,163500936,12/15/2016,786 SAINT CHARLES AVE NE,601,Virginia Highland,F,33.77551,-84.36182,
LARCENY-FROM VEHICLE,163500979,12/15/2016,149 ROBIN HOOD RD NE,502,Sherwood Forest,E,33.79764,-84.38282,
LARCENY-FROM VEHICLE,163501026,12/15/2016,226 COURTLAND ST NE,509,Downtown,M,33.76051,-84.38429,
ROBBERY-PEDESTRIAN,163501160,12/15/2016,241 FORSYTH ST SW,512,Downtown,M,33.74827,-84.39732,
LARCENY-NON VEHICLE,163501205,12/15/2016,44 KROG ST NE,602,Inman Park,N,33.75542,-84.36482,
LARCENY-NON VEHICLE,163501213,12/15/2016,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532,
LARCENY-NON VEHICLE,163501279,12/15/2016,901 WOOD ST NW,109,Grove Park,J,33.77852,-84.45766,
LARCENY-FROM VEHICLE,163501300,12/15/2016,3170 GREENBRIAR PKWY SW,411,Greenbriar,R,33.6861,-84.49202,
LARCENY-FROM VEHICLE,163501426,12/15/2016,180 SE HARRIET ST SE,305,South Atlanta,Y,33.71601,-84.38265,
LARCENY-FROM VEHICLE,163493004,12/14/2016,2014 PLAZA LN SW,410,Campbellton Road,R,33.70527,-84.45456,
LARCENY-FROM VEHICLE,163493010,12/14/2016,1029 EDGEWOOD AVE NE,602,Inman Park,N,33.75691,-84.35421,
LARCENY-FROM VEHICLE,163493022,12/14/2016,701 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76108,-84.3646,
LARCENY-FROM VEHICLE,163493027,12/14/2016,21 8TH ST NE,505,Midtown,E,33.77932,-84.38651,
LARCENY-FROM VEHICLE,163493041,12/14/2016,235 PETERS ST SW,507,Castleberry Hill,M,33.74844,-84.40102,
LARCENY-FROM VEHICLE,163493057,12/14/2016,633 TERRACE AVE NE,608,Candler Park,N,33.77155,-84.33567,
AGG ASSAULT,163493084,12/14/2016,625 JOSEPH E LOWERY BLVD NW,103,English Avenue,L,33.77187,-84.41726,
AGG ASSAULT,163493090,12/14/2016,2402 CAMPBELLTON RD SW,409,Campbellton Road,R,33.70378,-84.46667,
LARCENY-NON VEHICLE,163493103,12/14/2016,40 PEACHTREE VALLEY RD NE,207,,E,33.81096,-84.39145,
LARCENY-FROM VEHICLE,163493119,12/14/2016,479 STONEWALL ST SW,507,Castleberry Hill,M,33.74979,-84.40309,
LARCENY-FROM VEHICLE,163493123,12/14/2016,3670 CAMP CREEK PKWY SW,414,Princeton Lakes,P,33.655,-84.50859,
AGG ASSAULT,163430321,12/14/2016,468 BOULEVARD NE,603,Old Fourth Ward,M,33.76714,-84.37201,
LARCENY-NON VEHICLE,163460031,12/14/2016,356 BOULEVARD NE,603,Old Fourth Ward,M,33.76421,-84.37206,
LARCENY-FROM VEHICLE,163490074,12/14/2016,1700 HOWELL MILL RD NW,204,Underwood Hills,D,33.80076,-84.41623,
LARCENY-FROM VEHICLE,163490081,12/14/2016,1812 PEACHTREE ST NW,207,Ardmore,E,33.80426,-84.39375,
LARCENY-NON VEHICLE,163490088,12/14/2016,490 N HIGHLAND AVE NE,602,Inman Park,N,33.76734,-84.35287,
LARCENY-FROM VEHICLE,163490133,12/14/2016,399 MACEDONIA RD SE,313,Blair Villa/Poole Creek,Z,33.66302,-84.37585,
LARCENY-FROM VEHICLE,163490213,12/14/2016,1903 DREW DR NW,110,West Highlands,G,33.79214,-84.44947,
LARCENY-FROM VEHICLE,163490275,12/14/2016,145 15TH ST NE,502,Ansley Park,E,33.78799,-84.38211,
LARCENY-FROM VEHICLE,163490318,12/14/2016,311 COURTLAND ST NE @TRAVELODGE CENTRAL,509,Downtown,M,33.76306,-84.38365,
LARCENY-NON VEHICLE,163490549,12/14/2016,736 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77386,-84.3631,
LARCENY-FROM VEHICLE,163490584,12/14/2016,281 15TH ST NE,502,Ansley Park,E,33.78846,-84.37808,
LARCENY-FROM VEHICLE,163490600,12/14/2016,3405 LENOX RD NE @TERRACE GARDEN INN,210,Lenox,B,33.848,-84.35947,
LARCENY-FROM VEHICLE,163490608,12/14/2016,582 BLAKE AVE SE,612,East Atlanta,W,33.7383,-84.33908,
LARCENY-FROM VEHICLE,163490670,12/14/2016,3160 OAKCLIFF RD NW,111,,I,33.75844,-84.49083,
AUTO THEFT,163490678,12/14/2016,103 SUMMIT N DR,211,Lindbergh/Morosgo,B,33.82713,-84.36254,
LARCENY-FROM VEHICLE,163490771,12/14/2016,2170 PIEDMONT DR,211,,F,33.8162,-84.36733,
LARCENY-FROM VEHICLE,163490847,12/14/2016,3405 LENOX RD NE ,210,Lenox,B,33.848,-84.35947,
LARCENY-NON VEHICLE,163490861,12/14/2016,1356 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77146,-84.43187,
LARCENY-FROM VEHICLE,163490866,12/14/2016,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,
LARCENY-FROM VEHICLE,163490880,12/14/2016,2371 GLENWOOD AVE SE,611,East Lake,O,33.73966,-84.30934,
AUTO THEFT,163490891,12/14/2016,2085 MOREHOUSE DR NW,108,Dixie Hills,J,33.76162,-84.45575,
LARCENY-FROM VEHICLE,163490893,12/14/2016,2080 CASCADE RD SW,409,Adams Park,R,33.721,-84.45518,
AGG ASSAULT,163490919,12/14/2016,641 WHITAKER ST NW,106,Bankhead,K,33.7722,-84.41831,
LARCENY-NON VEHICLE,163490985,12/14/2016,180 JACKSON ST NE @ATLANTA OVERLOOK AP,604,Sweet Auburn,M,33.75929,-84.37628,
AUTO THEFT,163490998,12/14/2016,1732 FORT VALLEY DR SW,410,Pomona Park,R,33.70774,-84.45022,
LARCENY-FROM VEHICLE,163491042,12/14/2016,600  PEACHTREE BATTLE AVE NW,205,,C,33.82412,-84.40756,
LARCENY-NON VEHICLE,163491098,12/14/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68116,-84.4059,
LARCENY-FROM VEHICLE,163491104,12/14/2016,37 HUTCHINSON ST NE,609,Edgewood,O,33.75446,-84.34045,
BURGLARY-NONRES,163491183,12/14/2016,275 MEMORIAL DR SE,605,Grant Park,W,33.74676,-84.37856,
LARCENY-NON VEHICLE,163491191,12/14/2016,2575 PEACHTREE RD NE,206,Peachtree Heights East,B,33.82554,-84.38734,
LARCENY-FROM VEHICLE,163491204,12/14/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-FROM VEHICLE,163491449,12/14/2016,2885 LAKEWOOD AVE SW,306,Sylvan Hills,X,33.69731,-84.41113,
LARCENY-NON VEHICLE,163491453,12/14/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,163491475,12/14/2016,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,
BURGLARY-RESIDENCE,163491491,12/14/2016,1977 JONES AVE NW,110,West Highlands,G,33.78715,-84.45229,
LARCENY-FROM VEHICLE,163491536,12/14/2016,370 TAZOR ST NW,106,Bankhead,K,33.76478,-84.42118,
LARCENY-NON VEHICLE,163491561,12/14/2016,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,603,Old Fourth Ward,M,33.77067,-84.38023,
BURGLARY-RESIDENCE,163491611,12/14/2016,3036 MARGARET MITCHELL CT NW,201,Westminster/Milmar,C,33.83806,-84.42802,
LARCENY-NON VEHICLE,163491641,12/14/2016,585 MCDANIEL ST,303,Mechanicsville,V,33.73886,-84.40246,
LARCENY-NON VEHICLE,163491673,12/14/2016,966 RICE ST NW,106,Knight Park/Howell Station,K,33.78099,-84.42728,
AGG ASSAULT,163491704,12/14/2016,558 ELBRIDGE DR NW,106,Bankhead,K,33.77039,-84.43291,
LARCENY-FROM VEHICLE,163491843,12/14/2016,3981 CORNELL BLVD SW,407,Baker Hills,H,33.75902,-84.51774,
ROBBERY-PEDESTRIAN,163491889,12/14/2016,1454 WILLOW TRL SW,408,Venetian Hills,S,33.7156,-84.4395,
LARCENY-NON VEHICLE,163491900,12/14/2016,921 MYRTLE ST NE,503,Midtown,E,33.77975,-84.37945,
LARCENY-FROM VEHICLE,163491913,12/14/2016,2650 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77582,-84.47342,
LARCENY-FROM VEHICLE,163491931,12/14/2016,857 COLLIER RD NW @HAVE A NICE DAY CAFE,205,Wildwood (NPU-C),C,33.81036,-84.41606,
LARCENY-FROM VEHICLE,163492009,12/14/2016,3350 DONALD LEE HOLLOWELL PKWY NW,114,Bankhead/Bolton,H,33.78988,-84.49956,
LARCENY-FROM VEHICLE,163492110,12/14/2016,450 16TH ST NW,501,Home Park,E,33.78852,-84.40344,
LARCENY-NON VEHICLE,163492175,12/14/2016,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,503,Midtown,E,33.78014,-84.38747,
LARCENY-NON VEHICLE,163492187,12/14/2016,966 GRANT TER SE,304,Peoplestown,V,33.7281,-84.37947,
ROBBERY-PEDESTRIAN,163492283,12/14/2016,190 OAKCLIFF CT NW,111,Adamsville,H,33.76392,-84.5011,
AUTO THEFT,163492310,12/14/2016,752 CASPLAN ST SW,306,Sylvan Hills,X,33.70664,-84.41325,
LARCENY-NON VEHICLE,163492354,12/14/2016,88 W PACES FERRY RD,206,Peachtree Heights West,B,33.83996,-84.3827,
LARCENY-FROM VEHICLE,163492359,12/14/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,163492387,12/14/2016,2369 HOWELL MILL RD NW,205,Memorial Park,C,33.82055,-84.41606,
BURGLARY-RESIDENCE,163492417,12/14/2016,1967 BADER AVE SW,306,Sylvan Hills,X,33.70087,-84.41451,
AGG ASSAULT,163492463,12/14/2016,2911 DONALD LEE HOLLOWELL PKWY NW @FIRE STATION 38,113,Brookview Heights,G,33.78191,-84.48344,
ROBBERY-PEDESTRIAN,163492511,12/14/2016,1378 PRYOR RD SW,305,The Villages at Carver,Y,33.71687,-84.39332,
BURGLARY-RESIDENCE,163492660,12/14/2016,1829 CAMPBELLTON RD SW,408,Venetian Hills,S,33.71,-84.44863,
LARCENY-FROM VEHICLE,163492674,12/14/2016,1001 PIEDMONT AVE NE         ,503,Midtown,E,33.78202,-84.38022,
LARCENY-FROM VEHICLE,163492681,12/14/2016,1257 MORELAND AVE SE,607,Woodland Hills,W,33.72011,-84.35048,
LARCENY-NON VEHICLE,163492719,12/14/2016,3097 MAPLE DR NE,206,Buckhead Village,B,33.83964,-84.37172,
AGG ASSAULT,163492728,12/14/2016,602 HILLSIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.74116,-84.31572,
AUTO THEFT,163492730,12/14/2016,246 EDGEWOOD AVE NE,510,Downtown,M,33.75467,-84.37962,
LARCENY-FROM VEHICLE,163492803,12/14/2016,405 FAIRBURN RD SW,407,Wildwood (NPU-H),H,33.74367,-84.50959,
LARCENY-FROM VEHICLE,163492953,12/14/2016,3285 PEACHTREE RD NE @EMBASSY SUITES,208,Peachtree Park,B,33.84441,-84.36862,
LARCENY-FROM VEHICLE,163492965,12/14/2016,1121 AUSTIN AVE NE,602,Inman Park,N,33.76169,-84.35097,
LARCENY-NON VEHICLE,163492975,12/14/2016,1201 W PEACHTREE ST NE @IBM TOWER,502,Midtown,E,33.78713,-84.38746,
LARCENY-FROM VEHICLE,163492978,12/14/2016,2293 PEACHTREE RD NE,211,,E,33.81713,-84.38942,
LARCENY-FROM VEHICLE,163492987,12/14/2016,2171 PEACHTREE RD NE,207,,E,33.81347,-84.39228,
ROBBERY-PEDESTRIAN,163480006,12/13/2016,356 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067,
LARCENY-FROM VEHICLE,163480041,12/13/2016,633 PRYOR ST SW,303,Mechanicsville,V,33.7376,-84.39486,
LARCENY-NON VEHICLE,163480063,12/13/2016,2510 LINKS DR SE,611,The Villages at East Lake,O,33.74457,-84.31184,
ROBBERY-PEDESTRIAN,163480066,12/13/2016,1614 ELLEBY RD SE,607,Benteen Park,W,33.71045,-84.36132,
RAPE,163480075,12/13/2016,626 DEKALB AVE SE,604,Old Fourth Ward,M,33.75283,-84.36687,
AUTO THEFT,163480197,12/13/2016,1545 NORTHSIDE DR NW,207,Loring Heights,E,33.79757,-84.40773,
ROBBERY-PEDESTRIAN,163480266,12/13/2016,200 TRINITY AVE,512,Downtown,M,33.75017,-84.39469,
BURGLARY-NONRES,163480371,12/13/2016,3131 CAMPBELLTON RD SW @WESTGATE PLAZA,409,Southwest,R,33.69258,-84.49266,
AGG ASSAULT,163480402,12/13/2016,535 LEE ST SW,401,West End,T,33.74042,-84.41435,
ROBBERY-PEDESTRIAN,163480404,12/13/2016,1082 HIGHTOWER RD NW,113,Carey Park,G,33.78449,-84.47365,
AGG ASSAULT,163480478,12/13/2016,254 PEACHTREE ST SW,512,Downtown,M,33.74729,-84.39543,
LARCENY-FROM VEHICLE,163480492,12/13/2016,3600 PIEDMONT RD NE,208,Buckhead Forest,B,33.85211,-84.38044,
RAPE,163480521,12/13/2016,707 JONES AVE NW,103,English Avenue,L,33.76442,-84.41061,
AUTO THEFT,163480542,12/13/2016,960 CONSTITUTION RD SE,308,Norwood Manor,Z,33.69307,-84.35805,
LARCENY-FROM VEHICLE,163480546,12/13/2016,2632 PEACHTREE RD NW,206,Peachtree Heights West,B,33.82654,-84.38805,
AUTO THEFT,163480559,12/13/2016,1091 LEAH LN SE,612,East Atlanta,W,33.72622,-84.32948,
BURGLARY-RESIDENCE,163480590,12/13/2016,1793 PIPER CIR SE,612,East Atlanta,W,33.72602,-84.33157,
LARCENY-FROM VEHICLE,163480601,12/13/2016,1273 JASPER ST SW,104,Mozley Park,K,33.7527,-84.42913,
LARCENY-NON VEHICLE,163480674,12/13/2016,2470 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82205,-84.35239,
LARCENY-NON VEHICLE,163480728,12/13/2016,3675 ZIP INDUSTRIAL BLVD SE,313,Blair Villa/Poole Creek,Z,33.65658,-84.3866,
LARCENY-FROM VEHICLE,163480737,12/13/2016,2855 PEACHTREE RD NE,206,Garden Hills,B,33.83277,-84.384,
LARCENY-FROM VEHICLE,163480784,12/13/2016,1618 VAN EPPS ST SE,612,East Atlanta,W,33.73728,-84.33489,
