UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-NON VEHICLE,170162239,01/16/2017,312 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74165,-84.31231,
LARCENY-FROM VEHICLE,170162248,01/16/2017,1065 PEACHTREE ST NE,503,Midtown,E,33.78363,-84.38295,
LARCENY-NON VEHICLE,170162257,01/16/2017,1957 EAST AVE NW,110,Grove Park,J,33.78628,-84.45227,
LARCENY-FROM VEHICLE,170162283,01/16/2017,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,
BURGLARY-RESIDENCE,170162297,01/16/2017,1754 RICHMOND CIR SE,307,Lakewood Heights,Y,33.70698,-84.3745,
LARCENY-FROM VEHICLE,170168085,01/16/2017,6023 N TERMINAL BIWA,706,,,33.64217,-84.447,
AGG ASSAULT,170152510,01/16/2017,234 MEMORIAL DR SW,512,Downtown,M,33.7465,-84.39536,
LARCENY-FROM VEHICLE,170152560,01/15/2017,887 W MARIETTA ST NW,103,English Avenue,L,33.78117,-84.4148,
LARCENY-FROM VEHICLE,170152631,01/15/2017,48 DANIEL ST SE,604,Old Fourth Ward,M,33.7528,-84.37053,
LARCENY-NON VEHICLE,170151112,01/15/2017,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
AUTO THEFT,170151140,01/15/2017,1377 LOCKWOOD DR SW,403,Venetian Hills,S,33.71767,-84.43909,
BURGLARY-RESIDENCE,170151146,01/15/2017,2331 PAUL AVE NW,203,Riverside,D,33.81864,-84.47345,
BURGLARY-RESIDENCE,170151197,01/15/2017,1604 OLYMPIAN CIR SW;,404,Westview,T,33.73515,-84.44066,
LARCENY-FROM VEHICLE,170151220,01/15/2017,2224 JAMES JACKSON PKWY NW,203,Whittier Mill Village,D,33.81607,-84.47941,
LARCENY-NON VEHICLE,170151221,01/15/2017,1620 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.79988,-84.47023,
LARCENY-FROM VEHICLE,170151222,01/15/2017,840 SPRINGDALE RD NE,608,Druid Hills,N,33.77761,-84.34405,
LARCENY-NON VEHICLE,170151236,01/15/2017,2115 MONROE DR NE,212,Piedmont Heights,F,33.81007,-84.3713,
LARCENY-NON VEHICLE,170151241,01/15/2017,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP ,208,North Buckhead,B,33.84911,-84.37075,
AUTO THEFT,170151291,01/15/2017,1370 NISKEY LAKE RD SW,412,Niskey Lake,P,33.71682,-84.53252,
BURGLARY-RESIDENCE,170151317,01/15/2017,699 FORMWALT ST SW;,303,Mechanicsville,V,33.73583,-84.39609,
LARCENY-FROM VEHICLE,170151319,01/15/2017,1212 JAMES JACKSON PKWY NW,113,Monroe Heights,G,33.78993,-84.47643,
LARCENY-NON VEHICLE,170151320,01/15/2017,2060 BOLTON RD NW,203,Riverside,D,33.81206,-84.47413,
AUTO THEFT,170151327,01/15/2017,195 ARIZONA AVE NE,609,Edgewood,O,33.75929,-84.3312,
LARCENY-FROM VEHICLE,170151411,01/15/2017,1919 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70278,-84.41017,
AGG ASSAULT,170151457,01/15/2017,1822 GIBEN RD SW,307,Betmar LaVilla,Y,33.70619,-84.40006,
LARCENY-NON VEHICLE,170151462,01/15/2017,3850 JONESBORO RD SE @EXPOSITION CENTER,313,South River Gardens,Z,33.65088,-84.36362,
LARCENY-NON VEHICLE,170151485,01/15/2017,1119 VICTORY DR SW,306,Sylvan Hills,X,33.70695,-84.42487,
LARCENY-FROM VEHICLE,170151495,01/15/2017,86 PRYOR ST SW,511,Downtown,M,33.75222,-84.39008,
RAPE,170151535,01/15/2017,3322 PEACHTREE RD NE,208,North Buckhead,B,33.84622,-84.37007,
LARCENY-FROM VEHICLE,170151605,01/15/2017,1212 JAMES JACKSON PKWY,113,Monroe Heights,G,33.78993,-84.47643,
LARCENY-NON VEHICLE,170151609,01/15/2017,1845 PIEDMONT AVE,212,Morningside/Lenox Park,F,33.80622,-84.36626,
LARCENY-NON VEHICLE,170151615,01/15/2017,1970 MOORES MILL RD NW,201,,C,33.82163,-84.44969,
AUTO THEFT,170151634,01/15/2017,942 PEACHTREE ST NE,503,Midtown,E,33.78043,-84.38456,
ROBBERY-PEDESTRIAN,170151653,01/15/2017,1675 EZRA CHURCH DR NW,105,West Lake,J,33.7619,-84.44225,
LARCENY-NON VEHICLE,170151736,01/15/2017,3815 VERMONT RD NE,209,Brookhaven,B,33.85954,-84.35541,
LARCENY-NON VEHICLE,170151746,01/15/2017,50 UPPER ALABAMA ST SW,511,Downtown,M,33.75194,-84.38964,
LARCENY-FROM VEHICLE,170151881,01/15/2017,10TH ST NE / MYRTLE ST NE,503,Midtown,E,33.78179,-84.37941,
AGG ASSAULT,170152170,01/15/2017,1906 EVANS DR SW,306,Sylvan Hills,X,33.70238,-84.42107,
LARCENY-NON VEHICLE,170152200,01/15/2017,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902,
LARCENY-FROM VEHICLE,170152204,01/15/2017,491 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74053,-84.3462,
LARCENY-FROM VEHICLE,170152326,01/15/2017,655 CLEVELAND AVE SW,309,Perkerson,X,33.6824,-84.41029,
AGG ASSAULT,170152347,01/15/2017,18 WYMAN ST NE,609,Kirkwood,O,33.75398,-84.33336,
LARCENY-NON VEHICLE,170152353,01/15/2017,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532,
LARCENY-NON VEHICLE,170152371,01/15/2017,265 PEACHTREE ST NE,509,Downtown,M,33.76152,-84.38672,
ROBBERY-PEDESTRIAN,170152455,01/15/2017,201 HURT ST NE,602,Inman Park,N,33.76017,-84.35545,
ROBBERY-PEDESTRIAN,170152495,01/15/2017,664 WILLOUGHBY WAY WAY,603,Old Fourth Ward,M,33.7641,-84.3655,
AUTO THEFT,170152498,01/15/2017,3041 LANDRUM DR SW,409,Southwest,R,33.70649,-84.48782,
AUTO THEFT,170150079,01/15/2017,3040 WATERS RD SW,312,Glenrose Heights,Z,33.67152,-84.39618,
ROBBERY-COMMERCIAL,170150098,01/15/2017,1907 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.81004,-84.36571,
ROBBERY-PEDESTRIAN,170150177,01/15/2017,503 GARTRELL ST SE,604,Old Fourth Ward,M,33.75279,-84.37091,
ROBBERY-RESIDENCE,170150211,01/15/2017,1518 LANGSTON AVE SW,306,Sylvan Hills,X,33.71351,-84.42377,
BURGLARY-RESIDENCE,170150282,01/15/2017,1444 DESOTO AVE SW,301,Capitol View,X,33.7154,-84.41162,
LARCENY-NON VEHICLE,170150297,01/15/2017,566 AMAL DR SW,307,Amal Heights,Y,33.70923,-84.39991,
LARCENY-FROM VEHICLE,170150352,01/15/2017,650 BLUFF ST SW,303,Adair Park,V,33.73909,-84.40886,
BURGLARY-RESIDENCE,170150389,01/15/2017,2274 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.76075,-84.46205,
AGG ASSAULT,170150400,01/15/2017,136 PEACHTREE MEMORIAL DR NW,205,,C,33.81671,-84.39535,
AGG ASSAULT,170150411,01/15/2017,180 PEYTON PL SW,405,Florida Heights,I,33.74918,-84.46852,
BURGLARY-NONRES,170150536,01/15/2017,1580 FLAT SHOALS RD SE,612,East Atlanta,W,33.7308,-84.33626,
LARCENY-FROM VEHICLE,170150550,01/15/2017,227 10TH ST NE,503,Midtown,E,33.78169,-84.37991,
BURGLARY-NONRES,170150703,01/15/2017,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75177,-84.4857,
AUTO THEFT,170150730,01/15/2017,806 TIFT AVE SW,301,Adair Park,V,33.73299,-84.41022,
BURGLARY-RESIDENCE,170150783,01/15/2017,3223 SPREADING OAK DR SW,406,Green Forest Acres,I,33.73117,-84.49353,
LARCENY-FROM VEHICLE,170150796,01/15/2017,510 PARKWAY DR NE,603,Old Fourth Ward,M,33.76822,-84.3734,
LARCENY-FROM VEHICLE,170150818,01/15/2017,1341 GUN CLUB RD NW,110,Almond Park,G,33.791,-84.46075,
LARCENY-NON VEHICLE,170150990,01/15/2017,292 MORELAND AVE NE,602,Inman Park,N,33.76227,-84.34972,
LARCENY-NON VEHICLE,170151036,01/15/2017,I-75 NB EXPY SW / CLEVELAND AVE SW,311,Glenrose Heights,Z,33.68112,-84.39837,
BURGLARY-NONRES,170151044,01/15/2017,2644 METROPOLITAN PKWY SW,309,Perkerson,X,33.68229,-84.40739,
LARCENY-FROM VEHICLE,170132888,01/14/2017,415 ARMOUR DRIVE  NE  ,212,,F,33.81267,-84.37412,
LARCENY-FROM VEHICLE,170133025,01/14/2017,1784 PEACHTREE ST,207,Ardmore,E,33.80334,-84.39351,
LARCENY-FROM VEHICLE,170140025,01/14/2017,1375 SEABOARD INDUSTRIAL BLVD NW,204,Underwood Hills,D,33.80789,-84.43301,
AGG ASSAULT,170140050,01/14/2017,NORTHSIDE DR NW / JOSEPH E. BOONE B,102,English Avenue,L,33.76343,-84.40294,
LARCENY-NON VEHICLE,170140073,01/14/2017,450 STONEWALL ST SW,507,Castleberry Hill,M,33.7499,-84.40371,
AUTO THEFT,170140199,01/14/2017,556 NORTHSIDE DR SW,303,Pittsburgh,V,33.74043,-84.40806,
LARCENY-NON VEHICLE,170140208,01/14/2017,2100 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.697,-84.40768,
BURGLARY-NONRES,170140264,01/14/2017,646 LINDBERGH WAY NE,211,Lindbergh/Morosgo,B,33.82072,-84.367,
LARCENY-FROM VEHICLE,170140287,01/14/2017,1500 MARIETTA BLVD NW,203,Hills Park,D,33.79681,-84.4333,
LARCENY-FROM VEHICLE,170140319,01/14/2017,1600 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79826,-84.42811,
AGG ASSAULT,170140365,01/14/2017,762 AVENIDA ST SW,404,Westview,T,33.73432,-84.43835,
BURGLARY-RESIDENCE,170140418,01/14/2017,136 BELMONTE DR SW,403,Cascade Avenue/Road,S,33.72513,-84.44425,
AUTO THEFT,170140444,01/14/2017,965 SELLS AVE SW,104,Harris Chiles,T,33.74546,-84.41974,
ROBBERY-PEDESTRIAN,170140468,01/14/2017,747 GREENWOOD AVE NE,601,Virginia Highland,F,33.77651,-84.36259,
AUTO THEFT,170140479,01/14/2017,1156 CHACHATTAHOOCHEE AVE NW,203,Blandtown,D,33.80058,-84.42561,
AGG ASSAULT,170140499,01/14/2017,180 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73656,-84.39376,
AUTO THEFT,170140582,01/14/2017,556 NORTHSIDE DR SW,303,Pittsburgh,V,33.74007,-84.40778,
ROBBERY-PEDESTRIAN,170140725,01/14/2017,3657 MARTIN L KING JR DR NW,111,Adamsville,H,33.76208,-84.5076,
BURGLARY-RESIDENCE,170140773,01/14/2017,3630 PEACHTREE RD NE,209,North Buckhead,B,33.85404,-84.35831,
LARCENY-FROM VEHICLE,170140799,01/14/2017,2887 BAKER RIDGE DR NW,112,Collier Heights,I,33.76688,-84.48237,
LARCENY-FROM VEHICLE,170140844,01/14/2017,60 COURTLAND ST NE,510,Downtown,M,33.75626,-84.3848,
LARCENY-FROM VEHICLE,170140849,01/14/2017,1776 WARREN CT NW,201,Ridgewood Heights,C,33.82143,-84.44595,
LARCENY-FROM VEHICLE,170140863,01/14/2017, 639 LARCHMONT DR NW,112,Collier Heights,I,33.7692,-84.48936,
LARCENY-FROM VEHICLE,170140907,01/14/2017,455 NORTH AVE NE,603,Old Fourth Ward,M,33.77066,-84.37225,
LARCENY-FROM VEHICLE,170140912,01/14/2017,3408 VILLAGE PARK LN SW,414,Ben Hill,P,33.66332,-84.52477,
LARCENY-NON VEHICLE,170140978,01/14/2017,3193 HOWELL MILL RD NW,201,,C,33.84222,-84.42767,
LARCENY-NON VEHICLE,170141016,01/14/2017,848 HARWELL RD NW,112,Collier Heights,I,33.77854,-84.49523,
AUTO THEFT,170141084,01/14/2017,195 FAIRBURN RD NW,111,Adamsville,H,33.76126,-84.50433,
AUTO THEFT,170141100,01/14/2017,410 LYNHURST DR SW,406,Ivan Hill,I,33.74458,-84.49008,
LARCENY-FROM VEHICLE,170141139,01/14/2017,36 JOHN PORTMAN BLVD NE,509,Downtown,M,33.76074,-84.38561,
LARCENY-NON VEHICLE,170141152,01/14/2017,360 PHARR RD NE,206,Buckhead Village,B,33.8371,-84.37588,
AUTO THEFT,170141214,01/14/2017,2355 PINE GROVE DR NW,201,,C,33.81969,-84.44774,
LARCENY-FROM VEHICLE,170141259,01/14/2017,428 PONCE DE LEON AVE NW,506,Midtown,E,33.77333,-84.37336,
LARCENY-NON VEHICLE,170141282,01/14/2017,1266 EUCLID AVE NE,608,Candler Park,N,33.76764,-84.34676,
LARCENY-NON VEHICLE,170141297,01/14/2017,650 PONCE DE LEON AVE NE,506,Midtown,E,33.77352,-84.36667,
LARCENY-NON VEHICLE,170141385,01/14/2017,1097 HOLLYWOOD RD NW,110,Almond Park,G,33.78526,-84.46082,
LARCENY-FROM VEHICLE,170141415,01/14/2017,16 W PEACHTREE PL NW,508,Downtown,M,33.7639,-84.388,
LARCENY-FROM VEHICLE,170141519,01/14/2017,304 OAKLAND AVE SE,605,Grant Park,W,33.74638,-84.37466,
LARCENY-NON VEHICLE,170141605,01/14/2017,1275 CAROLINE ST NE,609,Edgewood,O,33.75831,-84.34638,
LARCENY-FROM VEHICLE,170141631,01/14/2017,401 NOLAND ST SE @CHOSEWOOD PARK,305,Chosewood Park,Y,33.71886,-84.37534,
LARCENY-NON VEHICLE,170141649,01/14/2017,388 LEGACY DR SW,104,Harris Chiles,T,33.74526,-84.41915,
BURGLARY-RESIDENCE,170141742,01/14/2017,49 BOULEVARD SE,604,Sweet Auburn,M,33.75275,-84.37186,
LARCENY-NON VEHICLE,170141810,01/14/2017,565 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73969,-84.41828,
AUTO THEFT,170141827,01/14/2017,535 LEE ST SW,401,West End,T,33.74042,-84.41435,
BURGLARY-RESIDENCE,170141917,01/14/2017,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276,
LARCENY-FROM VEHICLE,170141994,01/14/2017,3201 MARTIN L KING JR DR NW @GORDON VALLEY APTS,111,,I,33.75428,-84.49165,
LARCENY-NON VEHICLE,170142000,01/14/2017,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773,
AUTO THEFT,170142004,01/14/2017,1130 KIPLING ST SE,308,Thomasville Heights,Z,33.7003,-84.35034,
ROBBERY-PEDESTRIAN,170142008,01/14/2017,1144 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76328,-84.42492,
LARCENY-NON VEHICLE,170142059,01/14/2017,933 PEACHTREE ST,505,Midtown,E,33.77953,-84.38421,
LARCENY-NON VEHICLE,170142074,01/14/2017,1275 CAROLINE ST NE ,609,Edgewood,O,33.75674,-84.34619,
LARCENY-FROM VEHICLE,170142110,01/14/2017,1351 MILTON PL SE,612,East Atlanta,W,33.73522,-84.34334,
AGG ASSAULT,170142128,01/14/2017,2615 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7762,-84.47236,
LARCENY-NON VEHICLE,170142136,01/14/2017,863 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77351,-84.35897,
LARCENY-NON VEHICLE,170142300,01/14/2017,1497 ROGERS AVE SW,404,Westview,T,33.73745,-84.43663,
AGG ASSAULT,170142335,01/14/2017,595 BOULEVARD NE,603,Old Fourth Ward,M,33.77072,-84.37139,
BURGLARY-RESIDENCE,170142399,01/14/2017,658 FEDERAL TER SE,607,Benteen Park,W,33.71384,-84.36495,
BURGLARY-RESIDENCE,170142421,01/14/2017,1870 HONEYSUCKLE LN SW,410,Campbellton Road,R,33.70689,-84.45345,
LARCENY-FROM VEHICLE,170142434,01/14/2017,2561 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82561,-84.36464,
LARCENY-FROM VEHICLE,170142436,01/14/2017,209 BASS ST,303,Mechanicsville,V,33.73565,-84.39462,
LARCENY-FROM VEHICLE,170142510,01/14/2017,85 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67291,-84.39153,
BURGLARY-RESIDENCE,170142516,01/14/2017,1400 BENTEEN AVE SE,607,Benteen Park,W,33.71558,-84.36645,
LARCENY-NON VEHICLE,170142617,01/14/2017,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
AUTO THEFT,170142622,01/14/2017,2615 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7762,-84.47236,
LARCENY-FROM VEHICLE,170142860,01/14/2017,1465 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80787,-84.43494,
BURGLARY-RESIDENCE,170142886,01/14/2017,3378 GREENBRIAR PKWY SW,413,,P,33.68387,-84.50204,
BURGLARY-RESIDENCE,170132710,01/14/2017,1770 RICHMOND CIR SE,307,Lakewood Heights,Y,33.70695,-84.37414,
LARCENY-FROM VEHICLE,170132798,01/13/2017,1814 PEACHTREE ST NW,207,Ardmore,E,33.80444,-84.39382,
AGG ASSAULT,170132875,01/13/2017,134 JOSEPH E LOWERY BLVD SW,101,Atlanta University Center,T,33.75109,-84.41731,
BURGLARY-RESIDENCE,170130194,01/13/2017,375 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76106,-84.37588,
LARCENY-NON VEHICLE,170130230,01/13/2017,156 FORSYTH ST SW,512,Downtown,M,33.74944,-84.39604,
LARCENY-NON VEHICLE,170130274,01/13/2017,227 10TH ST NE,503,Midtown,E,33.78169,-84.37991,
LARCENY-FROM VEHICLE,170130413,01/13/2017,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623,
LARCENY-NON VEHICLE,170130442,01/13/2017,261 19TH ST NW,501,Atlantic Station,E,33.79371,-84.39677,
LARCENY-FROM VEHICLE,170130453,01/13/2017,1615 JACKSON WAY NW,113,Lincoln Homes,G,33.79866,-84.47565,
AUTO THEFT,170130604,01/13/2017,1093 WEST AVE SW,302,Pittsburgh,V,33.72494,-84.39593,
AUTO THEFT,170130677,01/13/2017,76 BURBANK DR SW,104,Mozley Park,K,33.75286,-84.42793,
BURGLARY-RESIDENCE,170130685,01/13/2017,115 DOGWOOD DR NW,112,Collier Heights,I,33.78069,-84.49544,
BURGLARY-NONRES,170130707,01/13/2017,2000 CHESHIRE BRIDGE RD NE,212,Morningside/Lenox Park,F,33.81114,-84.35753,
BURGLARY-RESIDENCE,170130732,01/13/2017,1925 MONROE DR NE,212,Piedmont Heights,F,33.80856,-84.37506,
BURGLARY-NONRES,170130794,01/13/2017,2000 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81154,-84.35746,
LARCENY-FROM VEHICLE,170130823,01/13/2017,415 ARMOUR DR NE,212,,F,33.81267,-84.37412,
BURGLARY-RESIDENCE,170131016,01/13/2017,464 TRABERT AVE NW,207,Loring Heights,E,33.79451,-84.40299,
LARCENY-NON VEHICLE,170131096,01/13/2017,855 W PEACHTREE ST NE,505,Midtown,E,33.77773,-84.38718,
LARCENY-NON VEHICLE,170131100,01/13/2017,2745 OLD HAPEVILLE RD SW,311,Glenrose Heights,Z,33.67992,-84.39348,
BURGLARY-RESIDENCE,170131238,01/13/2017,2005 KING GEORGE LN SW;,412,Kings Forest,P,33.69994,-84.51581,
LARCENY-FROM VEHICLE,170131282,01/13/2017,855 PEACHTREE ST NE,505,Midtown,E,33.77798,-84.38389,
LARCENY-NON VEHICLE,170131301,01/13/2017,1777 PIEDMONT AVE NE,213,Morningside/Lenox Park,F,33.80366,-84.3671,
AGG ASSAULT,170131404,01/13/2017,631 COOPER ST SW,303,Mechanicsville,V,33.73837,-84.39713,
AGG ASSAULT,170131517,01/13/2017,1683 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.7083,-84.38035,
LARCENY-FROM VEHICLE,170131536,01/13/2017,2730 ALTAVIEW DR SE,312,Rosedale Heights,Z,33.68024,-84.38148,
AUTO THEFT,170131541,01/13/2017,442 SCHOOL DR SE,312,Orchard Knob,Z,33.67245,-84.37509,
BURGLARY-RESIDENCE,170131580,01/13/2017,880 GLENWOOD AVE SE,606,Grant Park,W,33.73991,-84.35917,
LARCENY-NON VEHICLE,170131611,01/13/2017,477 PEACHTREE STREET,511,Downtown,M,33.7532,-84.39201,
LARCENY-NON VEHICLE,170131613,01/13/2017,1870 MURPHY AVE SW,306,Sylvan Hills,X,33.70355,-84.42681,
BURGLARY-RESIDENCE,170131616,01/13/2017,4520 SANTA FE TRL SW;,413,Arlington Estates,P,33.69209,-84.53646,
LARCENY-FROM VEHICLE,170131646,01/13/2017,2001 JAMES JACKSON PKWY NW,203,Riverside,D,33.81063,-84.47569,
LARCENY-NON VEHICLE,170131711,01/13/2017,1674 MAY AVE SE,612,East Atlanta,W,33.73912,-84.33303,
LARCENY-FROM VEHICLE,170131730,01/13/2017,471 N HIGHLAND AVE NE,602,Inman Park,N,33.76686,-84.35286,
LARCENY-NON VEHICLE,170131769,01/13/2017,1641 PEACHTREE ST NE @TRAVELODGE PEACHTRE,502,Midtown,E,33.79894,-84.39073,
LARCENY-FROM VEHICLE,170131829,01/13/2017,1874 PIEDMONT AVE NE,212,Piedmont Heights,F,33.80798,-84.36769,
LARCENY-NON VEHICLE,170131869,01/13/2017,18 ANDREW YOUNG INTERNA BLVD NE,509,Downtown,M,33.75978,-84.38692,
AUTO THEFT,170131888,01/13/2017,3804 MARTIN L KING JR DR SW,114,Old Gordon,H,33.76797,-84.51322,
LARCENY-FROM VEHICLE,170131913,01/13/2017,2980 PIEDMONT RD NE,206,Garden Hills,B,33.83597,-84.36893,
AUTO THEFT,170131946,01/13/2017,1160 MOORES MILL RD NW,201,Brandon,C,33.83133,-84.42498,
BURGLARY-NONRES,170131953,01/13/2017,1387 NORTHSIDE DR NW,207,Loring Heights,E,33.79266,-84.40727,
LARCENY-NON VEHICLE,170131976,01/13/2017,595 TERRACE AVE NE,608,Candler Park,N,33.77054,-84.33553,
AGG ASSAULT,170131992,01/13/2017,1030 OAKLAND DR SW,403,Oakland City,S,33.72684,-84.42657,
LARCENY-FROM VEHICLE,170131995,01/13/2017,1086 ALCO ST,212,Lindridge/Martin Manor,F,33.81737,-84.35276,
BURGLARY-RESIDENCE,170132085,01/13/2017,1372 BERNARD ST NW,105,Hunter Hills,K,33.7553,-84.43236,
LARCENY-FROM VEHICLE,170132180,01/13/2017,100 CENTENNIAL OLYMPIC P DR @PHILLIPS ARENA LOADING ,507,Downtown,M,33.75733,-84.39635,
LARCENY-NON VEHICLE,170132221,01/13/2017,3161 MAPLE DR NE,206,Buckhead Village,B,33.84163,-84.37187,
LARCENY-FROM VEHICLE,170132233,01/13/2017,1340 MILLER REED AVE SE,305,Chosewood Park,Y,33.71787,-84.37509,
AGG ASSAULT,170132261,01/13/2017,677 FAIRBURN RD NW,114,Fairburn Heights,H,33.77402,-84.4994,
LARCENY-FROM VEHICLE,170132269,01/13/2017,866 LENOX OAKS CIR NE,210,Pine Hills,B,33.83482,-84.3581,
AUTO THEFT,170132299,01/13/2017,2441 CHESHIRE BRIDGE RD,212,Lindridge/Martin Manor,F,33.82135,-84.35055,
LARCENY-NON VEHICLE,170132303,01/13/2017,30 E ANDREWS DR NW,206,South Tuxedo Park,B,33.84327,-84.38028,
LARCENY-NON VEHICLE,170132318,01/13/2017,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85248,-84.36058,
LARCENY-NON VEHICLE,170132365,01/13/2017,1494 MEMORIAL DR SE,610,Kirkwood,O,33.7476,-84.33763,
LARCENY-NON VEHICLE,170132420,01/13/2017,CASCADE RD AND BECCHER RD ,404,Cascade Avenue/Road,S,33.7334,-84.43754,
LARCENY-NON VEHICLE,170132505,01/13/2017,401 CLIFTON RD NE,608,Lake Claire,N,33.76504,-84.33262,
BURGLARY-RESIDENCE,170132560,01/13/2017,777 MAGNOLIA WAY NW,102,Vine City,L,33.75822,-84.41369,
LARCENY-NON VEHICLE,170132583,01/13/2017,903 PEACHTREE ST NE,505,Midtown,E,33.77925,-84.38412,
LARCENY-NON VEHICLE,170132600,01/13/2017,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521,
LARCENY-NON VEHICLE,170132621,01/13/2017,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,506,Midtown,E,33.77469,-84.36561,
AUTO THEFT,170132656,01/13/2017,66 WILLIAM H BORDERS DR NE,604,Sweet Auburn,M,33.75436,-84.37554,
BURGLARY-RESIDENCE,170132674,01/13/2017,1010 JOSEPH E BOONE BLVD NW,105,Washington Park,K,33.76327,-84.42063,
LARCENY-FROM VEHICLE,170133026,01/13/2017,747 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76674,-84.36263,
LARCENY-FROM VEHICLE,170133055,01/13/2017,1001 EUCLID AVE NE,602,Inman Park,N,33.76123,-84.35412,
LARCENY-FROM VEHICLE,170133060,01/13/2017,1611 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79857,-84.42605,
LARCENY-NON VEHICLE,170132953,01/13/2017,668 CAMERON M ALEXANDER BLVD NW,103,English Avenue,L,33.76797,-84.40933,
AUTO THEFT,170132988,01/13/2017,2907 3RD AVE SW,311,Hammond Park,X,33.67626,-84.40562,
LARCENY-FROM VEHICLE,170133022,01/13/2017,3334 PEACHTREE RD NE ,208,North Buckhead,B,33.84911,-84.37075,
BURGLARY-RESIDENCE,170133085,01/13/2017,1384 W PEACHTREE ST NW,502,Midtown,E,33.79251,-84.38787,
LARCENY-NON VEHICLE,170133097,01/13/2017,862 PARSONS ST SW,101,Atlanta University Center,T,33.75067,-84.4158,
AUTO THEFT,170133142,01/13/2017,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67339,-84.37144,
AGG ASSAULT,170133151,01/13/2017,1545 NORTHSIDE DR NW,207,Loring Heights,E,33.79757,-84.40773,
LARCENY-FROM VEHICLE,170133158,01/13/2017,1745 DEFOOR PL NW,204,Underwood Hills,D,33.80239,-84.42138,
ROBBERY-PEDESTRIAN,170133168,01/13/2017,517 PEEPLES ST SW,401,West End,T,33.74086,-84.42084,
AGG ASSAULT,170133203,01/13/2017,1778 BONN ST SE,307,Lakewood Heights,Y,33.70572,-84.38467,
LARCENY-FROM VEHICLE,170121259,01/12/2017,2406 COLORADO TRL SW,413,Arlington Estates,P,33.69034,-84.53756,
BURGLARY-RESIDENCE,170121310,01/12/2017,4610 WILSON JAMES RD SW,412,,P,33.69747,-84.5389,
LARCENY-FROM VEHICLE,170121319,01/12/2017,773 AMI ST. SE.,304,Summerhill,V,33.7365,-84.38244,
BURGLARY-RESIDENCE,170121323,01/12/2017,1501 LANGSTON AVE SW,306,Sylvan Hills,X,33.71386,-84.42463,
LARCENY-NON VEHICLE,170121367,01/12/2017,255 COURTLAND ST NE @HILTON HOTEL,509,Downtown,M,33.76157,-84.38314,
LARCENY-FROM VEHICLE,170121405,01/12/2017,2090 BROWNS MILL RD SE,310,Lakewood,Z,33.69711,-84.37364,
LARCENY-NON VEHICLE,170121464,01/12/2017,231 18TH ST NW,501,Atlantic Station,E,33.79275,-84.39544,
BURGLARY-NONRES,170121574,01/12/2017,2519 CHANTILLY DR NE,212,Lindridge/Martin Manor,F,33.82369,-84.35056,
LARCENY-FROM VEHICLE,170121652,01/12/2017,46 SAUNDERS ST NE,610,Kirkwood,O,33.7539,-84.32495,
LARCENY-FROM VEHICLE,170121670,01/12/2017,395 PRYOR ST SW,303,Mechanicsville,V,33.74382,-84.39459,
