UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
BURGLARY-RESIDENCE,163202062,11/15/2016,1097 5TH ST NW,109,Carey Park,G,33.78504,-84.47124,
AGG ASSAULT,163202205,11/15/2016,2460 MARTIN LUTHER KING JR DR SW,405,Harland Terrace,I,33.75206,-84.46812,
AUTO THEFT,163202208,11/15/2016,15 PEACHTREE ST SE,511,Downtown,M,33.75399,-84.38986,
LARCENY-NON VEHICLE,163202321,11/15/2016,780 CELESTE LN. SW,407,Mays,H,33.74119,-84.50633,
AGG ASSAULT,163202439,11/15/2016,1453 BEATIE AVE SW,301,Capitol View,X,33.71515,-84.41113,
LARCENY-NON VEHICLE,163202529,11/15/2016,174 WOODWARD AVE SE,605,Capitol Gateway,V,33.74588,-84.38248,
AUTO THEFT,163202533,11/15/2016,2222 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77644,-84.45869,
LARCENY-NON VEHICLE,163202585,11/15/2016,230 18TH ST NW,501,Atlantic Station,E,33.79212,-84.39554,
LARCENY-FROM VEHICLE,163202600,11/15/2016,2331 BOLTON RD NW,203,Bolton,D,33.81909,-84.46179,
AGG ASSAULT,163202686,11/15/2016,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
AGG ASSAULT,163202699,11/15/2016,548 NORTHSIDE DR NW,103,English Avenue,L,33.7697,-84.40508,
LARCENY-FROM VEHICLE,163202841,11/15/2016,186 SUNSET AVE NW,102,Vine City,L,33.75964,-84.41039,
LARCENY-FROM VEHICLE,163202876,11/15/2016,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,501,Atlantic Station,E,33.79282,-84.39779,
BURGLARY-RESIDENCE,163202892,11/15/2016,490 GLENN ST SW,303,Mechanicsville,V,33.73805,-84.40262,
AUTO THEFT,163202952,11/15/2016,870 MAYSON TURNER RD NW,102,Vine City,L,33.756,-84.41629,
ROBBERY-RESIDENCE,163202980,11/15/2016,261 POLAR ROCK RD,310,Polar Rock,Z,33.6963,-84.39783,
LARCENY-FROM VEHICLE,163203048,11/15/2016,1901 VALLEY RIDGE DR SW,412,Heritage Valley,P,33.70384,-84.50262,
LARCENY-NON VEHICLE,163203056,11/15/2016,156 MOURY AVE SW,305,The Villages at Carver,Y,33.71255,-84.38919,
BURGLARY-RESIDENCE,163203116,11/15/2016,1114 FOUNTAIN DR SW,104,Ashview Heights,T,33.75131,-84.42412,
LARCENY-FROM VEHICLE,163203153,11/15/2016,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
LARCENY-FROM VEHICLE,163203158,11/15/2016,417 10TH ST NE,503,Midtown,E,33.78168,-84.37345,
AGG ASSAULT,163203200,11/15/2016,605 SPENCER ST NW,102,Vine City,L,33.76015,-84.40742,
LARCENY-FROM VEHICLE,163203206,11/15/2016,1715 HOWELL MILL RD NW @KROGER - HOWELL MILL,204,Berkeley Park,D,33.80089,-84.4157,
LARCENY-FROM VEHICLE,163203246,11/15/2016,609 VIRGINIA AVE NE ,601,Virginia Highland,F,33.78122,-84.36635,
LARCENY-FROM VEHICLE,163203254,11/15/2016,812 LAMBERT DR NE,212,Morningside/Lenox Park,F,33.8132,-84.36202,
LARCENY-NON VEHICLE,163208018,11/15/2016,6000 N. TERMINAL PKY,706,,,33.64184,-84.4477,
AUTO THEFT,163191500,11/15/2016,860 BRIARCLIFF RD NE,601,Virginia Highland,F,33.77811,-84.34648,
AGG ASSAULT,163141894,11/15/2016,753 CHEROKEE AVE SE,605,Grant Park,W,33.7338,-84.37388,
ROBBERY-PEDESTRIAN,163182574,11/14/2016,846 WINDSOR ST SW,303,Mechanicsville,V,33.73172,-84.39726,
LARCENY-FROM VEHICLE,163191510,11/14/2016,306 PEYTON RD SW,406,Peyton Forest,I,33.74709,-84.47654,
BURGLARY-RESIDENCE,163191578,11/14/2016,1647 MELROSE DR SW,306,Sylvan Hills,X,33.70994,-84.42173,
LARCENY-FROM VEHICLE,163191634,11/14/2016,3424 MARTIN L KING JR DR SW @ADAMSVILLE-COLLIER H,407,Adamsville,H,33.75503,-84.50014,
LARCENY-NON VEHICLE,163191667,11/14/2016,2965 PHARR CT SOUTH,206,Peachtree Heights West,B,33.83605,-84.38457,
LARCENY-NON VEHICLE,163191764,11/14/2016,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773,
LARCENY-NON VEHICLE,163191769,11/14/2016,3534 MARTIN L KING JR DR SW,407,Adamsville,H,33.75771,-84.50344,
BURGLARY-RESIDENCE,163191783,11/14/2016,131 BROWNLEE RD SW,407,Adamsville,H,33.75318,-84.50083,
LARCENY-FROM VEHICLE,163191814,11/14/2016,4675 HEATHERWOOD DR SW;,412,,,33.71382,-84.53828,
LARCENY-NON VEHICLE,163191844,11/14/2016,3393 PEACHTREE RD NE ,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,163191865,11/14/2016,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85302,-84.36278,
LARCENY-NON VEHICLE,163191896,11/14/2016,2018 TURNER RD SE,308,Thomasville Heights,Z,33.69877,-84.35522,
BURGLARY-RESIDENCE,163191984,11/14/2016,2814 ARGYLE DR NW,113,Lincoln Homes,G,33.79907,-84.48012,
LARCENY-FROM VEHICLE,163192079,11/14/2016,180 RALPH DAVID ABERNATHY ST,303,Mechanicsville,V,33.73234,-84.3937,
LARCENY-FROM VEHICLE,163192115,11/14/2016,85O OAK ST,401,West End,T,33.74053,-84.41671,
LARCENY-FROM VEHICLE,163192213,11/14/2016,318 CHASTAIN ST SE,606,Grant Park,W,33.74592,-84.36365,
AGG ASSAULT,163192243,11/14/2016,154 STAFFORD ST SW,104,Mozley Park,K,33.75055,-84.42799,
LARCENY-NON VEHICLE,163192249,11/14/2016,1150 ASTOR AVE SW,306,Sylvan Hills,X,33.70137,-84.42678,
LARCENY-NON VEHICLE,163192251,11/14/2016,3400 AROUND LENOX DR NE,210,Lenox,B,33.84743,-84.3654,
AUTO THEFT,163192272,11/14/2016,202 CRUMLEY ST SW,303,Mechanicsville,V,33.73941,-84.39474,
LARCENY-NON VEHICLE,163192285,11/14/2016,352 UNIVERSITY AVE SW,302,Pittsburgh,V,33.72098,-84.40083,
BURGLARY-RESIDENCE,163192306,11/14/2016,1451 MECASLIN ST NW,207,Loring Heights,E,33.79459,-84.39969,
LARCENY-NON VEHICLE,163192349,11/14/2016,800 GREENWOOD AVE NE,601,Virginia Highland,F,33.77671,-84.36151,
LARCENY-NON VEHICLE,163192396,11/14/2016,1083 WESTVIEW DR SW,104,Ashview Heights,T,33.74725,-84.42314,
LARCENY-NON VEHICLE,163192401,11/14/2016,2200 MONROE DR NE,212,Piedmont Heights,F,33.81079,-84.36801,
LARCENY-NON VEHICLE,163192409,11/14/2016,441 16TH ST NW,501,Atlantic Station,E,33.78874,-84.40468,
BURGLARY-RESIDENCE,163192499,11/14/2016,1128 GLENWOOD AVE SE,606,Ormewood Park,W,33.7406,-84.3503,
LARCENY-NON VEHICLE,163192567,11/14/2016,2808 BENJAMIN E MAYS DR SW,406,Audobon Forest West,I,33.72869,-84.48066,
LARCENY-NON VEHICLE,163192590,11/14/2016,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85302,-84.36278,
LARCENY-FROM VEHICLE,163192601,11/14/2016,437 MEMORIAL DR SE,605,Grant Park,W,33.74553,-84.37254,
BURGLARY-RESIDENCE,163192707,11/14/2016,2839 ALLEGRO DR NW,112,Collier Heights,I,33.7748,-84.4806,
LARCENY-NON VEHICLE,163192754,11/14/2016,2452 MOROSGO WAY NE,211,Lindbergh/Morosgo,B,33.82295,-84.36559,
AUTO THEFT,163192797,11/14/2016,1483 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71408,-84.39805,
BURGLARY-RESIDENCE,163192811,11/14/2016,1961 BAKER RD NW,107,Grove Park,J,33.77098,-84.45107,
LARCENY-NON VEHICLE,163192826,11/14/2016,976 OAKLAND DR SW,402,Oakland City,S,33.72827,-84.42686,
LARCENY-FROM VEHICLE,163192839,11/14/2016,752 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77498,-84.35291,
AUTO THEFT,163192852,11/14/2016,800 GLENWOOD AVE SE,605,Grant Park,W,33.74059,-84.36172,
LARCENY-FROM VEHICLE,163192869,11/14/2016,830 W PEACHTREE ST NW,505,Midtown,E,33.77739,-84.38772,
LARCENY-FROM VEHICLE,163192877,11/14/2016,2220 CAMPBELLTON RD SW,410,Campbellton Road,R,33.7044,-84.46144,
AUTO THEFT,163192889,11/14/2016,50 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067,
BURGLARY-RESIDENCE,163192892,11/14/2016,3041 LANDRUM DR SW,409,Southwest,R,33.70649,-84.48782,
AGG ASSAULT,163192913,11/14/2016,2970 MIDDLETON RD NW,111,,I,33.75276,-84.48826,
LARCENY-FROM VEHICLE,163192922,11/14/2016,376 DECKNER AVE SW,301,Capitol View Manor,X,33.71451,-84.40023,
ROBBERY-PEDESTRIAN,163192943,11/14/2016,212 12TH ST NE,503,Midtown,E,33.78483,-84.38793,
BURGLARY-RESIDENCE,163192971,11/14/2016,2225 LENOX RD NE,213,Lindridge/Martin Manor,F,33.81575,-84.3517,
LARCENY-NON VEHICLE,163192976,11/14/2016,415 MORELAND AVE SE,606,Ormewood Park,W,33.74265,-84.34963,
LARCENY-FROM VEHICLE,163190991,11/14/2016,3655 SOUTHSIDE INDUSTRIAL PKWY SE,313,Blair Villa/Poole Creek,Z,33.65466,-84.37436,
LARCENY-FROM VEHICLE,163191056,11/14/2016,1581 FAIRBURN RD SW,412,,P,33.71036,-84.50809,
AUTO THEFT,163191102,11/14/2016,875 METROPOLITAN PKWY SW,301,Adair Park,V,33.73104,-84.40827,
LARCENY-NON VEHICLE,163191131,11/14/2016,352 5TH ST NE,506,Midtown,E,33.77556,-84.37585,
LARCENY-FROM VEHICLE,163191133,11/14/2016,CHARLES ALLEN DR NE / 10TH ST NE,502,Midtown,E,33.78177,-84.37279,
BURGLARY-RESIDENCE,163191139,11/14/2016,1859 FELKER WARD,203 ,Riverside,D,33.80689,-84.46834,
LARCENY-NON VEHICLE,163191157,11/14/2016,1281 N MORNINGSIDE DR NE,213,Morningside/Lenox Park,F,33.79041,-84.35168,
LARCENY-NON VEHICLE,163191171,11/14/2016,387 CLEVELAND AVENUE SW,309,Perkerson,X,33.6816,-84.40215,
LARCENY-NON VEHICLE,163191281,11/14/2016,2525 PIEDMONT RD,211,Lindbergh/Morosgo,B,33.824,-84.36521,
BURGLARY-RESIDENCE,163191324,11/14/2016,1160 SMITH ST SW,302,Pittsburgh,V,33.72325,-84.40057,
LARCENY-FROM VEHICLE,163191335,11/14/2016,4418 DAVIDSON AVE,209,Brookhaven,B,33.87355,-84.35149,
AUTO THEFT,163191420,11/14/2016,566 ARDEN OAK CT NW,205,Arden/Habersham,C,33.83512,-84.40645,
ROBBERY-PEDESTRIAN,163190210,11/14/2016,2115 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.81274,-84.36659,
BURGLARY-NONRES,163190222,11/14/2016,493 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74053,-84.3462,
AUTO THEFT,163190400,11/14/2016,PIEDMONT RD NE / MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82361,-84.36727,
LARCENY-NON VEHICLE,163190439,11/14/2016,556 NORHTSIDE DR SW,303,Pittsburgh,V,33.74007,-84.40778,
AUTO THEFT,163190508,11/14/2016,101 HAMILTON E HOLMES DR NW,108,Westhaven,I,33.75558,-84.46807,
LARCENY-NON VEHICLE,163190550,11/14/2016,1850 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70369,-84.40795,
LARCENY-FROM VEHICLE,163190570,11/14/2016,570 ROCK SPRINGS RD NE,213,Piedmont Heights,F,33.80583,-84.36944,
LARCENY-FROM VEHICLE,163190572,11/14/2016,1177 NILES AVE NW,106,Knight Park/Howell Station,K,33.78285,-84.42573,
LARCENY-FROM VEHICLE,163190590,11/14/2016,1063 N HIGHLAND AVE NE @FIRE STATION 19,601,Virginia Highland,F,33.7836,-84.35421,
AUTO THEFT,163190830,11/14/2016,750 HILLPINE TER,213,Morningside/Lenox Park,F,33.7941,-84.36252,
LARCENY-FROM VEHICLE,163190859,11/14/2016,240 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67245,-84.39698,
LARCENY-NON VEHICLE,163182610,11/13/2016,48 EAST DR NE,211,Peachtree Hills,B,33.82133,-84.383,
AUTO THEFT,163182624,11/13/2016,2195 MONROE DR NE,212,Piedmont Heights,F,33.81034,-84.36852,
BURGLARY-RESIDENCE,163182665,11/13/2016,501 BURROUGHS ST SE,305,Chosewood Park,Y,33.71733,-84.37148,
AUTO THEFT,163182671,11/13/2016,1192 PRYOR ST SW,304,Peoplestown,V,33.72287,-84.3928,
LARCENY-FROM VEHICLE,163182687,11/13/2016,1171 N HIGHLAND AVE NE,601,Virginia Highland,F,33.78665,-84.35496,
BURGLARY-NONRES,163171037,11/13/2016,2165 CHESHIRE BRIDGE RD NE,213,Lindridge/Martin Manor,F,33.81341,-84.35347,
BURGLARY-RESIDENCE,163180045,11/13/2016,705 UPTON RD NW,205,Channing Valley,C,33.8049,-84.41094,
LARCENY-NON VEHICLE,163180050,11/13/2016,2371 GLENWOOD AVE SE,611,East Lake,O,33.73966,-84.30934,
AUTO THEFT,163180062,11/13/2016,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80121,-84.40791,
AGG ASSAULT,163180137,11/13/2016,195 FAIRBURN RD NW,111,Adamsville,H,33.76126,-84.50433,
LARCENY-FROM VEHICLE,163180460,11/13/2016,177 PETERS ST SW,507,Castleberry Hill,M,33.74988,-84.39897,
LARCENY-FROM VEHICLE,163180523,11/13/2016,3149 E SHADOWLAWN AVE NE,206,Buckhead Village,B,33.84092,-84.37387,
AGG ASSAULT,163180579,11/13/2016,816 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41421,
AUTO THEFT,163180619,11/13/2016,639 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82329,-84.36696,
ROBBERY-RESIDENCE,163180657,11/13/2016,140 PINE ST NE,509,Downtown,M,33.7678,-84.38297,
BURGLARY-RESIDENCE,163180677,11/13/2016,543 SIMMONS ST NW,106,Bankhead,K,33.76964,-84.42035,
ROBBERY-PEDESTRIAN,163180712,11/13/2016,448 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73642,-84.40248,
BURGLARY-NONRES,163180781,11/13/2016,1083 EUCLID AVE NE,602,Inman Park,N,33.76309,-84.3516,
LARCENY-FROM VEHICLE,163180808,11/13/2016,2907 N HILLS DR NE,206,Garden Hills,B,33.83378,-84.36948,
LARCENY-FROM VEHICLE,163180818,11/13/2016,97 HOWELL ST NE,604,Old Fourth Ward,M,33.75703,-84.36972,
LARCENY-NON VEHICLE,163180855,11/13/2016,50 ALABAMA STREET SW,511,Downtown,M,33.75194,-84.38964,
LARCENY-FROM VEHICLE,163180943,11/13/2016,570 SPRING ST NW,509,Downtown,M,33.77028,-84.38939,
LARCENY-FROM VEHICLE,163181005,11/13/2016,2025 PEACHTREE RD NE @DARLINGTON APARTMEN,207,,E,33.80965,-84.39144,
LARCENY-FROM VEHICLE,163181042,11/13/2016,965 SELLS AVE SW,104,Harris Chiles,T,33.74546,-84.41974,
BURGLARY-RESIDENCE,163181044,11/13/2016,895 ADAIR AVE NE,601,Virginia Highland,F,33.77979,-84.35803,
LARCENY-FROM VEHICLE,163181058,11/13/2016,2787 3RD AVENUE SW,311,Hammond Park,X,33.67906,-84.40218,
LARCENY-FROM VEHICLE,163181119,11/13/2016,21 DANIEL ST SE,604,Old Fourth Ward,M,33.75366,-84.37126,
AUTO THEFT,163181236,11/13/2016,761 ELBERT ST SW,301,Adair Park,V,33.72855,-84.41257,
AUTO THEFT,163181245,11/13/2016,866 BRIARCLIFF TER NE,601,Virginia Highland,F,33.77822,-84.34636,
AUTO THEFT,163181248,11/13/2016,25 NORTH AVE NE,509,Downtown,M,33.77121,-84.38631,
LARCENY-FROM VEHICLE,163181252,11/13/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,163181274,11/13/2016,275 10TH ST NE,503,Midtown,E,33.78169,-84.37842,
LARCENY-FROM VEHICLE,163181285,11/13/2016,2677 PHARR RD NE,611,East Lake,O,33.75411,-84.29941,
LARCENY-FROM VEHICLE,163181294,11/13/2016,1485 POLLARD DR SW,409,Adams Park,R,33.71563,-84.45686,
ROBBERY-PEDESTRIAN,163181347,11/13/2016,566 CENTRAL PARK PL NE,603,Old Fourth Ward,M,33.76973,-84.37785,
AUTO THEFT,163181363,11/13/2016,236 TIGER FLOWERS CIR NW,108,Dixie Hills,J,33.76073,-84.45796,
LARCENY-FROM VEHICLE,163181369,11/13/2016,333 NELSON ST SW,507,Castleberry Hill,M,33.75158,-84.39883,
LARCENY-NON VEHICLE,163181380,11/13/2016,461 N HIGHLAND AVE NE,602,Inman Park,N,33.76641,-84.35316,
LARCENY-FROM VEHICLE,163181403,11/13/2016,2033 METROPOLITAN PKWY SW @STEWART-LAKEWOOD,306,Sylvan Hills,X,33.6992,-84.40946,
ROBBERY-PEDESTRIAN,163181419,11/13/2016,1558 SHAW ST SW,305,The Villages at Carver,Y,33.71225,-84.39227,
LARCENY-NON VEHICLE,163181425,11/13/2016,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258,
LARCENY-NON VEHICLE,163181429,11/13/2016,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,603,Old Fourth Ward,M,33.77067,-84.38023,
LARCENY-FROM VEHICLE,163181431,11/13/2016,100 10TH ST NW,503,Midtown,E,33.78143,-84.39037,
LARCENY-NON VEHICLE,163181448,11/13/2016,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-FROM VEHICLE,163181471,11/13/2016,3000 HEADLAND DR SW,411,Greenbriar,R,33.68923,-84.48657,
AUTO THEFT,163181522,11/13/2016,3815 MARTIN L KING JR DR NW,114,Old Gordon,H,33.76867,-84.51363,
AUTO THEFT,163181529,11/13/2016,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177,
LARCENY-FROM VEHICLE,163181545,11/13/2016,2745 OLD HAPEVILLE RD SW,311,Orchard Knob,Z,33.67567,-84.37639,
LARCENY-NON VEHICLE,163181553,11/13/2016,1110 SUMMIT NORTH DR NE,211,Lindbergh/Morosgo,B,33.82878,-84.36114,
BURGLARY-RESIDENCE,163181556,11/13/2016,1163 W PEACHTREE ST NE,503,Midtown,E,33.78636,-84.3877,
AUTO THEFT,163181565,11/13/2016,5 FAIRBURN RD SW,407,Adamsville,H,33.75863,-84.50557,
LARCENY-FROM VEHICLE,163181570,11/13/2016,275 BAKER ST NW,508,Downtown,M,33.76206,-84.39568,
AUTO THEFT,163181573,11/13/2016,2036 ROBSON PL NE,610,Kirkwood,O,33.75641,-84.3209,
LARCENY-FROM VEHICLE,163181587,11/13/2016,349 N HIGHLAND AVE NE,602,Inman Park,N,33.76346,-84.35635,
LARCENY-NON VEHICLE,163181620,11/13/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,163181632,11/13/2016,66 5TH ST NW,505,Midtown,E,33.77676,-84.38947,
LARCENY-FROM VEHICLE,163181652,11/13/2016,450 16TH ST NW,501,Home Park,E,33.78829,-84.40378,
LARCENY-FROM VEHICLE,163181662,11/13/2016,687 CASCADE AVE SW,404,Westview,T,33.73682,-84.43647,
LARCENY-NON VEHICLE,163181674,11/13/2016,479 JOSEPH E BOONE BLVD NW,103,English Avenue,L,33.7638,-84.40349,
LARCENY-NON VEHICLE,163181706,11/13/2016,2178 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70514,-84.45947,
LARCENY-FROM VEHICLE,163181731,11/13/2016,848 PEACHTREE ST NE,505,Midtown,E,33.77785,-84.38537,
LARCENY-FROM VEHICLE,163181734,11/13/2016,929 CHARLES ALLEN DR NE @APS GRADY HS,506,Midtown,E,33.78119,-84.37151,
LARCENY-NON VEHICLE,163181858,11/13/2016,231 18TH ST NW,501,Atlantic Station,E,33.79275,-84.39544,
LARCENY-FROM VEHICLE,163181869,11/13/2016,2685 CLEVELAND AVE. SW,312,Rosedale Heights,Z,33.67933,-84.37045,
LARCENY-NON VEHICLE,163181876,11/13/2016,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742,
LARCENY-NON VEHICLE,163181953,11/13/2016,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532,
LARCENY-NON VEHICLE,163182003,11/13/2016,1993 BENT CREEK WAY SW,410,Campbellton Road,R,33.70084,-84.46568,
AUTO THEFT,163182015,11/13/2016,1140 NEW BRITAIN DR SW,412,Midwest Cascade,Q,33.72814,-84.54489,
AUTO THEFT,163182026,11/13/2016,1176 CHATTAHOOCHEE AVE NW,203,Blandtown,D,33.80058,-84.42561,
AGG ASSAULT,163182057,11/13/2016,1117 WEDGEWOOD DR NW,113,Carey Park,G,33.78555,-84.47555,
LARCENY-FROM VEHICLE,163182080,11/13/2016,180 HOLLY RD NW,105,Center Hill,J,33.76362,-84.47003,
ROBBERY-PEDESTRIAN,163182099,11/13/2016,69 MAYSON AVE,609,Edgewood,O,33.7555,-84.33851,
LARCENY-NON VEHICLE,163182105,11/13/2016,3227 ROSWELL RD NW,207,Brookwood,E,33.80312,-84.4011,
LARCENY-NON VEHICLE,163182134,11/13/2016,373 W LAKE AVE NW,107,Grove Park,J,33.76561,-84.44074,
AUTO THEFT,163182172,11/13/2016,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82296,-84.36346,
AGG ASSAULT,163182237,11/13/2016,559 ERIN AVE SW,301,Capitol View Manor,X,33.71963,-84.40602,
LARCENY-NON VEHICLE,163182241,11/13/2016,3393 PEACHTREE RD NE @Multiple,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,163182279,11/13/2016,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075,
LARCENY-FROM VEHICLE,163182284,11/13/2016,1015 WASHITA AVE NE,602,Inman Park,N,33.76462,-84.35443,
LARCENY-NON VEHICLE,163182295,11/13/2016,3500 PEACHTREE RD NE @SAKS FIFTH AVENUE,208,North Buckhead,B,33.85302,-84.36278,
AUTO THEFT,163182344,11/13/2016,3181 DONALD LEE HOLLOWELL PKWY NW @PETRO TRUCK STOP,113,Brookview Heights,G,33.78652,-84.49013,
AUTO THEFT,163182400,11/13/2016,3996 KENNER DR SW;,407,Adamsville,H,33.75813,-84.50876,
LARCENY-FROM VEHICLE,163182445,11/13/2016,144 PONCE DE LEON AVE NE,505,Midtown,E,33.77255,-84.38249,
AUTO THEFT,163182485,11/13/2016,3760 BROWNS MILL RD SE,313,Blair Villa/Poole Creek,Z,33.65741,-84.38906,
AGG ASSAULT,163182524,11/13/2016,242 NW WALNUT ST NW,102,Vine City,L,33.76136,-84.4065,
LARCENY-FROM VEHICLE,163171046,11/12/2016,1685 LANGSTON AVE SW,306,Sylvan Hills,X,33.70882,-84.42274,
LARCENY-NON VEHICLE,163171061,11/12/2016,1519 JONESBORO RD SE,305,South Atlanta,Y,33.71274,-84.3827,
LARCENY-NON VEHICLE,163171149,11/12/2016,2900 LANDRUM DR SW,409,Southwest,R,33.70495,-84.48299,
BURGLARY-RESIDENCE,163171193,11/12/2016,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
LARCENY-FROM VEHICLE,163171268,11/12/2016,675 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.77305,-84.35207,
AGG ASSAULT,163171269,11/12/2016,356 CAIRO ST NW,106,Bankhead,K,33.76458,-84.41971,
LARCENY-FROM VEHICLE,163171291,11/12/2016,463 SINCLAIR AVE NE,602,Inman Park,N,33.76665,-84.35118,
LARCENY-FROM VEHICLE,163171307,11/12/2016,1058 HOWELL MILL RD,501,Home Park,E,33.78346,-84.41318,
LARCENY-FROM VEHICLE,163171313,11/12/2016,248 OAKLAND AVE SE @OAKLAND CEMETARY,605,Grant Park,W,33.74779,-84.37503,
BURGLARY-RESIDENCE,163171315,11/12/2016,2525 FORREST AVE NW,203,Riverside,D,33.81463,-84.47086,
LARCENY-NON VEHICLE,163171398,11/12/2016,1241 MORELAND AVE SE @SUNSHINE PLAZA SC,607,Woodland Hills,W,33.72055,-84.35045,
LARCENY-NON VEHICLE,163171421,11/12/2016,1460 NORTHSIDE DR NW,207,Berkeley Park,D,33.79498,-84.4087,
LARCENY-FROM VEHICLE,163171428,11/12/2016,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.77795,-84.40849,
LARCENY-NON VEHICLE,163171495,11/12/2016,1801 DELOWE DR SW ,410,Campbellton Road,R,33.70572,-84.45738,
LARCENY-NON VEHICLE,163170025,11/12/2016,447 EDGEWOOD AVE SE,604,Sweet Auburn,M,33.75421,-84.37254,
BURGLARY-RESIDENCE,163170043,11/12/2016,501 BURROUGHS ST SE,305,Chosewood Park,Y,33.71733,-84.37148,
BURGLARY-RESIDENCE,163170178,11/12/2016,1981 MAIN ST NW,203,Riverside,D,33.80979,-84.47028,
AGG ASSAULT,163170264,11/12/2016,66 JAMES P BRAWLEY DR NW,102,Vine City,L,33.75617,-84.41285,
LARCENY-FROM VEHICLE,163170277,11/12/2016,3172 PEACHTREE RD NE,208,Buckhead Forest,B,33.84099,-84.37658,
AUTO THEFT,163170298,11/12/2016,222 PETERS STREET SW,507,Castleberry Hill,M,33.7474,-84.4019,
LARCENY-FROM VEHICLE,163170313,11/12/2016,3566 PIEDMONT RD NE,208,Buckhead Forest,B,33.85134,-84.37963,
BURGLARY-NONRES,163170395,11/12/2016,3755 CARMIA DR SW,414,Princeton Lakes,P,33.6569,-84.51004,
LARCENY-FROM VEHICLE,163170431,11/12/2016,480 JOHN WESLEY DOBBS AVE NE,604,Old Fourth Ward,M,33.75961,-84.37127,
AUTO THEFT,163170468,11/12/2016,333 ANGIER AVE NE,603,Old Fourth Ward,M,33.76659,-84.37678,
LARCENY-FROM VEHICLE,163170529,11/12/2016,501 EDGEWOOD AVE SE,604,Old Fourth Ward,M,33.75394,-84.371,
AGG ASSAULT,163170627,11/12/2016,495 WHITEHALL ST SW,507,Castleberry Hill,M,33.74405,-84.40386,
LARCENY-FROM VEHICLE,163170662,11/12/2016,1372 BENNING PL NE,608,Candler Park,N,33.7685,-84.34255,
LARCENY-FROM VEHICLE,163170736,11/12/2016,1634 WOODLAND AVE SE,607,Custer/McDonough/Guice,W,33.70991,-84.35211,
LARCENY-NON VEHICLE,163170806,11/12/2016,2020 BOLTON RD NW,203,Riverside,D,33.81125,-84.47594,
AGG ASSAULT,163171024,11/12/2016,1564 SYLVAN RD SW,306,Sylvan Hills,X,33.71218,-84.41788,
AGG ASSAULT,163162878,11/12/2016,592 MARTIN ST SE,304,Summerhill,V,33.7385,-84.38391,
BURGLARY-RESIDENCE,163162922,11/12/2016,115 GREENHAVEN DR,611,The Villages at East Lake,O,33.74113,-84.31361,
LARCENY-FROM VEHICLE,163171541,11/12/2016,594 HIGHLAND AVE NE,603,Old Fourth Ward,M,33.76141,-84.36804,
LARCENY-NON VEHICLE,163171554,11/12/2016,3393 PEACHTREE RD NE ,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,163171598,11/12/2016,1016 HOWELL MILL RD NW,501,Home Park,E,33.78183,-84.41244,
